text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"สัตว์ดึกดำบรรพ์ชนิดใดที่มีขนาดใหญ่ที่สุดที่เคยเดินบนพื้นโลก?","ทีเร็กซ์|แมมมอธ|อาร์เจนติโนซอรัส|ไตรเซอราทอปส์","อาร์เจนติโนซอรัส","Argentinosaurus","สัตว์โลก","level-5|nature",5,20,20,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"อวัยวะใดทำหน้าที่เป็นแหล่งพลังงานและกำจัดสารพิษในร่างกาย?","ไต|ตับ|หัวใจ|ปอด","ตับ","Liver","สุขภาพ","level-2|health",2,5,5,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ใครวาดภาพ 'Girl with a Pearl Earring'?","ดา วินชี|แวน โก๊ะ|โยฮันเนส เวอร์เมียร์|ปิกัสโซ","โยฮันเนส เวอร์เมียร์","Vermeer","ศิลปะ","level-5|world",5,20,20,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ดาวเคราะห์ดวงใดในระบบสุริยะมีขนาดเล็กที่สุด?","พุธ|อังคาร|ศุกร์|เนปจูน","ดาวพุธ","Mercury","ดาราศาสตร์","level-2|astronomy",2,5,5,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"สารใดในร่างกายทำหน้าที่ควบคุมระดับน้ำตาลในเลือด?","ฮีโมโกลบิน|อินซูลิน|อดรีนาลีน|คอร์ติซอล","อินซูลิน","Insulin","สุขภาพ","level-3|health",3,10,10,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ใครคือบิดาแห่งคอมพิวเตอร์สมัยใหม่ (ทฤษฎี)?","อลัน ทัวริง|แบบบิจ|เกตส์|จอบส์","อลัน ทัวริง","Alan Turing","เทคโนโลยี","level-5|world",5,20,20,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ธาตุสัญลักษณ์ 'Au' คืออะไร?","เงิน|ทองคำ|เหล็ก|ปรอท","ทองคำ","Aurum","วิทยาศาสตร์","level-2|chemistry",2,5,5,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"จังหวัดใต้สุดของไทยคือจังหวัดใด?","นราธิวาส|ยะลา|สงขลา|สตูล","ยะลา","อำเภอเบตง","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ใครสร้าง Facebook?","เกตส์|จอบส์|ซักเคอร์เบิร์ก|เบโซส","มาร์ก ซักเคอร์เบิร์ก","Mark Zuckerberg","เทคโนโลยี","level-1|business",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"สัตว์ที่ฉลาดที่สุดในมหาสมุทร (ต่อน้ำหนักสมอง)?","ฉลาม|ปลาวาฬ|ปลาโลมา|แมวน้ำ","ปลาโลมา","Dolphin","สัตว์โลก","level-3|animal",3,10,10,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"รหัสพันธุกรรมเรียกว่าอะไร?","ATP|DNA|RNA|NAD","DNA","Deoxyribonucleic acid","วิทยาศาสตร์","level-2|biology",2,5,5,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"จังหวัดที่ชื่อสั้นที่สุด?","แพร่|น่าน|เลย|ตาก","เลย","Loei","ภูมิศาสตร์","level-1|thai",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"แม่สีมีกี่สี?","2|3|4|5","3","แดง เหลือง น้ำเงิน","ศิลปะ","level-1|art",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ยอดเขาสูงที่สุดในโลก?","เอเวอเรสต์|เคทู|เอลบรุส|มองบล็องก์","เอเวอเรสต์","Mount Everest","ภูมิศาสตร์","level-1|world",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"วิตามินเอช่วยบำรุงอะไร?","กระดูก|ฟัน|สายตา|เลือด","สายตา","พบในแครอท","สุขภาพ","level-1|health",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ธาตุจุดเดือดต่ำสุดคือ?","ไฮโดรเจน|ฮีเลียม|นีออน|ไนโตรเจน","ฮีเลียม","Helium","วิทยาศาสตร์","level-5|chemistry",5,20,20,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"วันสงกรานต์เดือนอะไร?","มกราคม|เมษายน|ตุลาคม|ธันวาคม","เมษายน","April","ความรู้ทั่วไป","level-1|culture",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ปลาที่ใหญ่ที่สุดในโลกคือ?","ฉลามขาว|วาฬบลู (สัตว์เลี้ยงลูกด้วยนม)|ฉลามวาฬ|กระเบน","ฉลามวาฬ","Whale Shark","สัตว์โลก","level-2|animal",2,5,5,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"จังหวัดเมืองย่าโม?","ชัยภูมิ|บุรีรัมย์|นครราชสีมา|ขอนแก่น","นครราชสีมา","โคราช","ภูมิศาสตร์","level-1|thai",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ใครวาดภาพ 'Mona Lisa'?","ดา วินชี|แวน โก๊ะ|ปิกัสโซ|โมเนต์","เลโอนาร์โด ดา วินชี","Leonardo","ศิลปะ","level-3|world",3,10,10,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"หน่วยเงินของญี่ปุ่นคืออะไร?","วอน|หยวน|เยน|ริงกิต","เยน","Yen","ความรู้ทั่วไป","level-1|finance",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"รุ้งกินน้ำมีกี่สี?","5|6|7|8","7","สีรุ้ง","ความรู้ทั่วไป","level-1|nature",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"พยัญชนะไทยตัวแรกคือ?","ข|ก|ค|ฮ","ก","ก.ไก่","ภาษาไทย","level-1|thai",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"อวัยวะที่ใช้มองเห็นคือ?","หู|จมูก|ตา|ปาก","ตา","Eye","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"แม่น้ำที่ยาวที่สุดในโลก?","ไนล์|อเมซอน|แยงซี|โขง","แม่น้ำไนล์","Nile","ภูมิศาสตร์","level-1|world",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ใครค้นพบแรงโน้มถ่วง?","ไอน์สไตน์|นิวตัน|กาลิเลโอ|ฮอว์คิง","เซอร์ ไอแซก นิวตัน","Apple","วิทยาศาสตร์","level-2|physics",2,5,5,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ธาตุสัญลักษณ์ 'Na' คือ?","นีออน|โซเดียม|เหล็ก|สังกะสี","โซเดียม","Sodium","วิทยาศาสตร์","level-2|chemistry",2,5,5,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"วันลอยกระทงคืนเดือนอะไร?","1|10|11|12","12","เพ็ญเดือน 12","ความรู้ทั่วไป","level-1|culture",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ใครประดิษฐ์หลอดไฟคนแรก?","เทสลา|เอดิสัน|นิวตัน|ฟาราเดย์","โทมัส เอดิสัน","Edison","ความรู้ทั่วไป","level-2|world",2,5,5,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ทิศเหนือตรงข้ามกับ?","ตะวันออก|ตะวันตก|ใต้|เฉียงเหนือ","ทิศใต้","South","ความรู้ทั่วไป","level-1|nature",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"สัตว์ที่ร้อง เมี๊ยว คือ?","หมา|แมว|เป็ด|ไก่","แมว","Cat","สัตว์โลก","level-1|animal",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"หน่วยเงินของลาวคือ?","บาท|เรียล|กีบ|ดอง","กีบ","Lao Kip","ความรู้ทั่วไป","level-1|finance",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"พยัญชนะไทยตัวสุดท้าย?","ฮ|ฬ|อ|ห","ฮ.นกฮูก","ตัวที่ 44","ภาษาไทย","level-1|thai",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ชื่อเดิมกรุงเทพ?","บางกอก|ศรีอยุธยา|รัตนโกสินทร์|ธนบุรี","บางกอก","Bangkok","ความรู้ทั่วไป","level-1|thai",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ใครเป็นบิดากฎหมายไทย?","ร.5|กรมหลวงราชบุรีฯ|สุนทรภู่|ร.6","กรมหลวงราชบุรีดิเรกฤทธิ์","รพีพัฒนศักดิ์","ประวัติศาสตร์","level-4|thai",4,15,15,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"วิตามินซีป้องกันโรค?","เหน็บชา|ปากนกกระจอก|ลักปิดลักเปิด|ตาบอดกลางคืน","ลักปิดลักเปิด","เลือดออกตามไรฟัน","สุขภาพ","level-2|health",2,5,5,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"จังหวัดที่ใหญ่ที่สุดในไทย?","เชียงใหม่|นครราชสีมา|กาญจนบุรี|ตาก","นครราชสีมา","โคราช","ภูมิศาสตร์","level-1|thai",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"สีแดงผสมน้ำเงินได้สี?","ม่วง|เขียว|ส้ม|น้ำตาล","ม่วง","Purple","ศิลปะ","level-1|art",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ใครแต่งพระอภัยมณี?","สุนทรภู่|ร.2|ร.6|น.ม.ส.","สุนทรภู่","กวีเอกสยาม","วรรณคดี","level-2|thai",2,5,5,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"มุมในสามเหลี่ยมรวมกันได้?","90|180|270|360","180","Geometric rule","คณิตศาสตร์","level-2|math",2,5,5,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"สนธิสัญญาเวสต์ฟาเลียเริ่มปี?","1548|1648|1748|1848","1648","จุดเริ่มรัฐชาติ","ประวัติศาสตร์","level-5|world",5,20,20,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ใครงมงายในอ่างทอง (ขุนช้างขุนแผน)?","ขุนช้าง|ขุนแผน|เถรขวาด|พลายแก้ว","เถรขวาด","ตัวละครฝ่ายร้าย","วรรณคดี","level-5|thai",5,20,20,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ดาวเคราะห์วงแหวนสวยที่สุด?","พฤหัสบดี|เสาร์|ยูเรเนัส|เนปจูน","ดาวเสาร์","Saturn","ดาราศาสตร์","level-1|astronomy",1,1,1,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
"ใครค้นพบเพนิซิลลิน?","ปาสเตอร์|เฟลมมิ่ง|มารี คูรี|โคช","อเล็กซานเดอร์ เฟลมมิ่ง","Fleming","วิทยาศาสตร์","level-4|world",4,15,15,2026-04-09T22:05:00.000Z,2026-04-09T22:05:00.000Z
