text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"กล้ามเนื้อส่วนใดในร่างกายมนุษย์ที่มีขนาดใหญ่ที่สุด?","กล้ามเนื้อหัวใจ|กล้ามเนื้อต้นขา|กล้ามเนื้อสะโพก|กล้ามเนื้อหลัง","กล้ามเนื้อสะโพก","Gluteus Maximus","สุขภาพ","level-3|health",3,10,10,2026-04-09T22:30:00.000Z,2026-04-09T22:30:00.000Z
"สัตว์ชนิดใดมีระบบทางเดินอาหารแบบ 'รวม' (มีรูเปิดทางเดียวทั้งกินและขับถ่าย)?","ไส้เดือนดิน|แมงกะพรุน|ตั๊กแตน|ปลามังกร","แมงกะพรุน","Jellyfish (Gastrovascular cavity)","สัตว์โลก","level-4|animal",4,15,15,2026-04-09T22:30:00.000Z,2026-04-09T22:30:00.000Z
"ประเทศใดในอาเซียนที่เป็นสมาชิก 'กลุ่มโอเปก' (OPEC) มาก่อนแต่ปัจจุบันลาออกแล้ว?","มาเลเซีย|เวียดนาม|อินโดนีเซีย|ไทย","อินโดนีเซีย","Indonesia","ความรู้ทั่วไป","level-4|world",4,15,15,2026-04-09T22:30:00.000Z,2026-04-09T22:30:00.000Z
"ใครคือผู้ประดิษฐ์ 'เครื่องช่วยหายใจ' แบบใช้ถังอัดอากาศ (SCUBA) คนแรก?","เอดิสัน|ฌากส์-อีฟ กูสโต|พี่น้องไรต์|เจมส์ วัตต์","ฌากส์-อีฟ กูสโต","Jacques Cousteau","ประวัติศาสตร์","level-5|world",5,20,20,2026-04-09T22:30:00.000Z,2026-04-09T22:30:00.000Z
"ธาตุชนิดใดมีสัญลักษณ์ทางเคมีว่า 'Pt'?","ฟอสฟอรัส|โพแทสเซียม|แพลตตินัม|พลูโตเนียม","แพลตตินัม","Platinum (ทองคำขาว)","วิทยาศาสตร์","level-3|chemistry",3,10,10,2026-04-09T22:30:00.000Z,2026-04-09T22:30:00.000Z
"จังหวัดใดในประเทศไทยมีภูมิศาสตร์เป็น 'แหลมตะลุมพุก' ที่เคยเกิดวาตภัยครั้งใหญ่?","ภูเก็ต|พังงา|นครศรีธรรมราช|ระนอง","นครศรีธรรมราช","วาตภัยพายุแฮเรียต ปี 2505","ภูมิศาสตร์","level-4|thai",4,15,15,2026-04-09T22:30:00.000Z,2026-04-09T22:30:00.000Z
"ใครคือผู้แต่งมหากาพย์ 'อิเลียด' (Iliad) ของกรีกโบราณ?","โฮเมอร์|โสกราตีส|อริสโตเติล|เพลโต","โฮเมอร์","Homer","วรรณคดี","level-4|world",4,15,15,2026-04-09T22:30:00.000Z,2026-04-09T22:30:00.000Z
"อวัยวะใดของพืชทำหน้าที่ 'ลำเลียงอาหาร' จากใบไปสู่ส่วนต่างๆ?","ไซเล็ม|โฟลเอ็ม|ปากใบ|รากแก้ว","โฟลเอ็ม","Phloem","พฤกษศาสตร์","level-4|nature",4,15,15,2026-04-09T22:30:00.000Z,2026-04-09T22:30:00.000Z
"เมืองหลวงของประเทศเวียดนามคือเมืองใด?","โฮจิมินห์|ดานัง|ฮานอย|เว้","ฮานอย","Hanoi","ภูมิศาสตร์","level-1|world",1,1,1,2026-04-09T22:30:00.000Z,2026-04-09T22:30:00.000Z
"ใครคือพระบิดาแห่ง 'วิทยาศาสตร์ไทย'?","รัชกาลที่ 1|รัชกาลที่ 4|รัชกาลที่ 5|รัชกาลที่ 9","รัชกาลที่ 4","คิงมงกุฎ ทรงคำนวณสุริยุปราคา","ประวัติศาสตร์","level-2|thai",2,5,5,2026-04-09T22:30:00.000Z,2026-04-09T22:30:00.000Z
