text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"ทวีปใดที่มีขนาดพื้นที่เล็กที่สุดในโลก?","ยุโรป|ออสเตรเลีย|อเมริกาใต้|แอนตาร์กติกา","ออสเตรเลีย","เป็นทั้งทวีปและประเทศในตัวเดียว","ความรู้ทั่วไป","level-2|geo",2,5,5,2026-04-09T21:50:00.000Z,2026-04-09T21:50:00.000Z
"สัตว์ชนิดใดใช้ 'เหงือก' ในการหายใจขณะเป็นลูกอ๊อดและใช้ 'ปอด' เมื่อโตเต็มวัย?","ปลาทอง|กบ|จระเข้|เต่า","กบ","สัตว์ครึ่งบกครึ่งน้ำ","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-09T21:50:00.000Z,2026-04-09T21:50:00.000Z
"ใครคือคนแรกที่เสนอทฤษฎีว่าโลกโคจรรอบดวงอาทิตย์ (Heliocentrism)?","กาลิเลโอ กาลิเลอี|นิโคลัส โคเปอร์นิคัส|ไอแซก นิวตัน|จอห์น เคปเลอร์","นิโคลัส โคเปอร์นิคัส","นักดาราศาสตร์ชาวโปแลนด์","ความรู้ทั่วไป","level-4|history",4,15,15,2026-04-09T21:50:00.000Z,2026-04-09T21:50:00.000Z
"หน่วยวัดความแรงของแผ่นดินไหวที่นิยมใช้มากที่สุดคืออะไร?","เดซิเบล|ริกเตอร์|องศา|แคลอรี่","ริกเตอร์","Richter scale","ความรู้ทั่วไป","level-2|science",2,5,5,2026-04-09T21:50:00.000Z,2026-04-09T21:50:00.000Z
"ธาตุชนิดใดเป็นส่วนประกอบหลักของเพชร?","เหล็ก|ทองคำ|คาร์บอน|ซิลิกอน","คาร์บอน","Carbon ในโครงสร้างผลึกที่แข็งแรงที่สุด","ความรู้ทั่วไป","level-3|science",3,10,10,2026-04-09T21:50:00.000Z,2026-04-09T21:50:00.000Z
"เมืองหลวงของประเทศเยอรมนีคือเมืองใด?","มิวนิก|เบอร์ลิน|แฟรงก์เฟิร์ต|ฮัมบูร์ก","เบอร์ลิน","Berlin","ความรู้ทั่วไป","level-2|world",2,5,5,2026-04-09T21:50:00.000Z,2026-04-09T21:50:00.000Z
"ใครคือผู้แต่งมหากาพย์ 'มหาภารตะ'?","โฮเมอร์|วาลมีกิ|ฤาษีวยาส|ขงจื๊อ","ฤาษีวยาส","วรรณกรรมอินเดียโบราณ","ความรู้ทั่วไป","level-5|art",5,20,20,2026-04-09T21:50:00.000Z,2026-04-09T21:50:00.000Z
"สัตว์ชนิดใดเป็นสัตว์เลี้ยงลูกด้วยนมที่วางไข่?","ตุ่นปากเป็ด|จิงโจ้|วาฬ|ค้างคาว","ตุ่นปากเป็ด","Platypus พบในออสเตรเลีย","ความรู้ทั่วไป","level-4|animal",4,15,15,2026-04-09T21:50:00.000Z,2026-04-09T21:50:00.000Z
"ประเทศใดเป็นต้นกำเนิดของกีฬาโอลิมปิกสมัยโบราณ?","อิตาลี|กรีซ|อียิปต์|ฝรั่งเศส","กรีซ","Greece","ความรู้ทั่วไป","level-2|history",2,5,5,2026-04-09T21:50:00.000Z,2026-04-09T21:50:00.000Z
"ดาวเคราะห์ดวงใดหมุนรอบตัวเองเร็วที่สุดในระบบสุริยะ?","โลก|ดาวอังคาร|ดาวพฤหัสบดี|ดาวเนปจูน","ดาวพฤหัสบดี","ใช้เวลาไม่ถึง 10 ชั่วโมงต่อวัน","ความรู้ทั่วไป","level-3|astronomy",3,10,10,2026-04-09T21:50:00.000Z,2026-04-09T21:50:00.000Z
