text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"สัตว์ชนิดใดมี 'ลิ้น' ยาวกว่าลำตัวของมันเอง?","กิ้งก่าคาเมเลียน|งูเหลือม|เสือโคร่ง|ยีราฟ","กิ้งก่าคาเมเลียน","Chameleon","สัตว์โลก","level-2|animal",2,5,5,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"ในคอมพิวเตอร์ 'RAM' ทำหน้าที่อะไรเป็นหลัก?","เก็บข้อมูลถาวร|หน่วยความจำชั่วคราว|ประมวลผลกราฟิก|จ่ายไฟ","หน่วยความจำชั่วคราว","Random Access Memory","เทคโนโลยี","level-2|tech",2,5,5,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"ผลไม้ชนิดใดที่นักเดินเรือสมัยก่อนใช้ป้องกัน 'โรคลักปิดลักเปิด'?","ส้ม|แอปเปิล|กล้วย|องุ่น","ส้ม","มีวิตามินซีสูง","สุขภาพ","level-1|health",1,1,1,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"ประเทศใดเป็นต้นกำเนิดของอาหารที่เรียกว่า 'ติ่มซำ'?","ญี่ปุ่น|จีน|เวียดนาม|เกาหลีใต้","จีน","กวางตุ้ง","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"ดาวเคราะห์ดวงใดในระบบสุริยะที่ไม่มี 'ดวงจันทร์' เป็นบริวารเลย?","ดาวอังคาร|ดาวพุธ|ดาวเสาร์|ดาวเนปจูน","ดาวพุธ","รวมถึงดาวศุกร์ด้วย","ดาราศาสตร์","level-3|astronomy",3,10,10,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"ใครคือผู้ประดิษฐ์ 'เครื่องดูดฝุ่น' เครื่องแรกที่ใช้มอเตอร์?","ฮิวเบิร์ต เซซิล บูธ|เอดิสัน|เจมส์ ไดสัน|ฟอร์ด","ฮิวเบิร์ต เซซิล บูธ","Hubert Cecil Booth (1901)","ความรู้ทั่วไป","level-4|world",4,15,15,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"จังหวัดใดในไทยที่มีชื่อเสียงเรื่อง 'ขนมเค้ก' ที่มีรูตรงกลาง?","พังงา|ตรัง|ภูเก็ต|สุราษฎร์ธานี","ตรัง","เค้กเมืองตรัง","ความรู้ทั่วไป","level-2|thai",2,5,5,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"ธาตุชนิดใดมีสัญลักษณ์ในตารางธาตุว่า 'P'?","โพแทสเซียม|ฟอสฟอรัส|พัลลาเดียม|แพลตตินัม","ฟอสฟอรัส","Phosphorus","วิทยาศาสตร์","level-3|chemistry",3,10,10,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"ภาพยนตร์เรื่อง 'Avatar' (2009) กำกับโดยใคร?","สตีเวน สปีลเบิร์ก|เจมส์ คาเมรอน|คริสโตเฟอร์ โนแลน|เควนติน แทแรนติโน","เจมส์ คาเมรอน","James Cameron","บันเทิง","level-3|movie",3,10,10,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"ใครคือพระมหากษัตริย์ไทยผู้ทรงได้รับฉายา 'พระบิดาแห่งการชั่งตวงวัด'?","รัชกาลที่ 4|รัชกาลที่ 5|รัชกาลที่ 6|รัชกาลที่ 9","รัชกาลที่ 4","ทรงกำหนดมาตรฐานมาตราชั่งตวงวัด","ประวัติศาสตร์","level-4|thai",4,15,15,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"เส้นที่แบ่งเขตวันสากล (International Date Line) อยู่ที่เส้นเมริเดียนที่เท่าไหร่?","0 องศา|90 องศา|180 องศา|360 องศา","180 องศา","กลางมหาสมุทรแปซิฟิก","ภูมิศาสตร์","level-4|world",4,15,15,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"นกชนิดใดที่เป็นนกที่ตัวเล็กที่สุดในโลก?","นกกระจิบ|นกฮัมมิงเบิร์ดผึ้ง|นกพิราบ|นกขุนทอง","นกฮัมมิงเบิร์ดผึ้ง","Bee Hummingbird","สัตว์โลก","level-3|animal",3,10,10,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"ใครคือผู้ประดิษฐ์ 'ยางรถยนต์' แบบเติมลมคนแรก?","ชาร์ลส์ กู้ดเยียร์|จอห์น บอยด์ ดันลอป|อังเดร มิชลิน|เฮนรี ฟอร์ด","จอห์น บอยด์ ดันลอป","John Boyd Dunlop","ความรู้ทั่วไป","level-4|world",4,15,15,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"สำนวน 'กบในกะลาครอบ' หมายถึงอะไร?","คนที่โลกทัศน์แคบ|คนที่ขี้ขลาด|คนที่ชอบโอ้อวด|คนที่ประหยัด","คนที่โลกทัศน์แคบ","นึกว่าสิ่งที่เห็นคือทั้งหมด","ภาษาไทย","level-1|thai",1,1,1,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"ธาตุชนิดใดที่เป็นส่วนประกอบหลักของ 'แก้ว'?","คาร์บอน|ซิลิกอน|เหล็ก|แคลเซียม","ซิลิกอน","Silicon Dioxide (ทราย)","วิทยาศาสตร์","level-3|chemistry",3,10,10,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"คลอง 'คีล' (Kiel Canal) เชื่อมทะเลใดกับทะเลใด?","แดง-ดำ|เหนือ-บอลติก|เมดิเตอร์เรเนียน-แดง|แคสเปียน-ดำ","เหนือ-บอลติก","ในประเทศเยอรมนี","ภูมิศาสตร์","level-5|world",5,20,20,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"ใครคือผู้ก่อตั้งบริษัท Amazon?","บิล เกตส์|มาร์ก ซักเคอร์เบิร์ก|เจฟฟ์ เบโซส|อีลอน มัสก์","เจฟฟ์ เบโซส","Jeff Bezos","ความรู้ทั่วไป","level-2|business",2,5,5,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"จังหวัดใดในไทยที่มี 'สนามบิน' นานาชาติที่ตั้งอยู่บนเกาะ?","พังงา|ภูเก็ต|ชลบุรี|กระบี่","ภูเก็ต","Phuket International Airport","ความรู้ทั่วไป","level-1|thai",1,1,1,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"สัตว์ชนิดใดมีดวงตาที่ใหญ่ที่สุดต่อน้ำหนักตัวในบรรดาสัตว์มีกระดูกสันหลัง?","วาฬ|ทาร์เซียร์|แมว|นกฮูก","ทาร์เซียร์","Tarsier ลิงจิ๋ว","สัตว์โลก","level-4|animal",4,15,15,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"ธาตุสัญลักษณ์ 'Pb' คืออะไร?","ฟอสฟอรัส|ตะกั่ว|สังกะสี|เหล็ก","ตะกั่ว","Plumbum","วิทยาศาสตร์","level-3|chemistry",3,10,10,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
"ใครคือบิดาแห่งระเบิดปรมาณู?","ไอน์สไตน์|ออปเพนไฮเมอร์|ฮอว์คิง|โบร์","โรเบิร์ต ออปเพนไฮเมอร์","J. Robert Oppenheimer","ประวัติศาสตร์","level-4|world",4,15,15,2026-04-09T23:40:00.000Z,2026-04-09T23:40:00.000Z
