text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"อวัยวะใดใช้ในการมองเห็นภาพ?","หู|จมูก|ตา|ปาก","ตา","มีลูกตาสองข้าง","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-09T20:35:00.000Z,2026-04-09T20:35:00.000Z
"สัตว์ชนิดใดมีลายพาดกลอนดุร้ายอาศัยในป่า?","ม้าลาย|ยีราฟ|เสือ|สิงโต","เสือ","Tiger","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-09T20:35:00.000Z,2026-04-09T20:35:00.000Z
"ส้มตำ เป็นอาหารที่มีถิ่นกำเนิดดั้งเดิมจากภาคใด?","ภาคเหนือ|ภาคใต้|ภาคอีสาน|ภาคกลาง","ภาคอีสาน","มักทานกับข้าวเหนียวไก่ย่าง","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-09T20:35:00.000Z,2026-04-09T20:35:00.000Z
"เราควรใช้สิ่งใดในการตัดกระดาษเป็นแผ่น?","มีด|กรรไกร|ขวาน|เลื่อย","กรรไกร","Scissor","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-09T20:35:00.000Z,2026-04-09T20:35:00.000Z
"ทิศที่ตรงข้ามกับทิศตะวันออกคือทิศใด?","ทิศเหนือ|ทิศใต้|ทิศตะวันตก|ทิศตะวันออกเฉียงเหนือ","ทิศตะวันตก","West","ความรู้ทั่วไป","level-1|nature",1,1,1,2026-04-09T20:35:00.000Z,2026-04-09T20:35:00.000Z
"ปลามีอวัยวะใดช่วยในการเคลื่อนที่ในน้ำ?","ขา|ปีก|ครีบ|จมูก","ครีบ","ช่วยพยุงตัวและนำทาง","วิทยาศาสตร์","level-1|animal",1,1,1,2026-04-09T20:35:00.000Z,2026-04-09T20:35:00.000Z
"วันลอยกระทงตรงกับวันขึ้นกี่ค่ำ?","10 ค่ำ|13 ค่ำ|15 ค่ำ|1 ค่ำ","15 ค่ำ","คืนพระจันทร์เต็มดวง","ความรู้ทั่วไป","level-1|culture",1,1,1,2026-04-09T20:35:00.000Z,2026-04-09T20:35:00.000Z
"สัตว์ชนิดใดเป็นพาหนะในทะเลทราย?","ม้า|วัว|อูฐ|แพะ","อูฐ","มีความอดทนต่อความร้อนสูง","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-09T20:35:00.000Z,2026-04-09T20:35:00.000Z
"ใช้สิ่งใดดูเวลาในปัจจุบัน?","เข็มทิศ|นาฬิกา|ไม้บรรทัด|แว่นตา","นาฬิกา","Clock","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-09T20:35:00.000Z,2026-04-09T20:35:00.000Z
"พยัญชนะไทยตัวแรกคือ?","ข|ก|ค|ง","ก","ก.ไก่","ภาษาไทย","level-1|thai",1,1,1,2026-04-09T20:35:00.000Z,2026-04-09T20:35:00.000Z
