text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"กีฬาชนิดใดที่ใช้ไม้แร็กเกตตีลูกข้ามตาข่ายบนโต๊ะ?","เทนนิส|แบดมินตัน|ปิงปอง|สควอช","ปิงปอง","Table Tennis","ความรู้ทั่วไป","level-1|sport",1,1,1,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"สัตว์ชนิดใดถือเป็นสัตว์ประจำชาติของประเทศจีน?","หมีกริซลี่|หมีควาย|หมีแพนด้า|หมีขั้วโลก","หมีแพนด้า","กินไผ่เป็นอาหารหลัก","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"เราใช้ส่วนใดของร่างกายในการรับรส 'เผ็ด' (ซึ่งจริงๆ คืออาการระคายเคือง)?","ลิ้น|เหงือก|เพดานปาก|กระพุ้งแก้ม","ลิ้น","เป็นตำแหน่งของตุ่มรับรสส่วนใหญ่","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"สำนวนไทย 'น้ำขึ้นให้รีบ...' ต้องเติมคำว่าอะไร?","ตัก|ดื่ม|เล่น|อาบ","ตัก","หมายถึงเมื่อมีโอกาสให้รีบทำ","ภาษาไทย","level-1|thai",1,1,1,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"ผลไม้ชนิดใดมีฉายาว่า 'ราชินีแห่งผลไม้'?","ทุเรียน|มังคุด|ลำไย|มะม่วง","มังคุด","Mangosteen","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"สีใดที่เป็นการผสมกันระหว่างสีเหลืองและสีน้ำเงิน?","ส้ม|ม่วง|เขียว|น้ำตาล","เขียว","Green","ความรู้ทั่วไป","level-1|art",1,1,1,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"อุปกรณ์ใดใช้สำหรับวัดอุณหภูมิร่างกายเมื่อเป็นไข้?","เข็มทิศ|ไม้บรรทัด|เทอร์โมมิเตอร์|นาฬิกา","เทอร์โมมิเตอร์","Thermometer","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"ดาวดวงใดที่เป็นดาวบริวารเพียงดวงเดียวของโลก?","ดวงอาทิตย์|ดวงจันทร์|ดาวอังคาร|ดาวดาวศุกร์","ดวงจันทร์","The Moon","ความรู้ทั่วไป","level-1|astronomy",1,1,1,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"จังหวัดใดในไทยที่มีชื่อเสียงเรื่องประเพณี 'แห่เทียนพรรษา'?","เชียงใหม่|ขอนแก่น|อุบลราชธานี|ภูเก็ต","อุบลราชธานี","จังหวัดในภาคอีสานตอนล่าง","ความรู้ทั่วไป","level-2|culture",2,5,5,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"นักวิทยาศาสตร์ท่านใดเสนอทฤษฎี 'สัมพัทธภาพ'?","ไอแซก นิวตัน|อัลเบิร์ต ไอน์สไตน์|กาลิเลโอ|ชาร์ลส์ ดาร์วิน","อัลเบิร์ต ไอน์สไตน์","เจ้าของสูตร E=mc²","ความรู้ทั่วไป","level-2|science",2,5,5,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"เมืองหลวงของประเทศสเปนคือเมืองใด?","บาร์เซโลนา|มาดริด|เซบียา|วาเลนเซีย","มาดริด","Madrid","ความรู้ทั่วไป","level-2|world",2,5,5,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"ใครคือผู้ก่อตั้งบริษัท Apple ร่วมกับ Steve Wozniak?","บิล เกตส์|สตีฟ จอบส์|มาร์ก ซักเคอร์เบิร์ก|อีลอน มัสก์","สตีฟ จอบส์","Steve Jobs","ความรู้ทั่วไป","level-2|business",2,5,5,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"พระพุทธรูปปางที่ประทับนอนเรียกว่าปางอะไร?","ปางสมาธิ|ปางมารวิชัย|ปางไสยาสน์|ปางประทานพร","ปางไสยาสน์","มักเห็นในวัดพระเชตุพนฯ","ความรู้ทั่วไป","level-2|culture",2,5,5,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"สัตว์ชนิดใดขึ้นชื่อเรื่องการเปลี่ยนสีผิวเพื่อพรางตัว?","งู|จิ้งจก|กิ้งก่า|เต่า","กิ้งก่า","Chameleon","ความรู้ทั่วไป","level-2|animal",2,5,5,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"ธาตุชนิดใดมีสถานะเป็นก๊าซและช่วยในการติดไฟ?","ไนโตรเจน|ออกซิเจน|ไฮโดรเจน|คาร์บอน","ออกซิเจน","Oxygen","วิทยาศาสตร์","level-2|science",2,5,5,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
"จังหวัดใดเป็นที่ตั้งของวัดพระศรีรัตนมหาธาตุ (พระพุทธชินราช)?","เชียงใหม่|พิษณุโลก|สุโขทัย|นครสวรรค์","พิษณุโลก","เมืองสองแคว","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-09T22:10:00.000Z,2026-04-09T22:10:00.000Z
