text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"กีฬาโอลิมปิกสมัยใหม่ครั้งแรกจัดที่ประเทศใด?","ฝรั่งเศส|อังกฤษ|กรีซ|สหรัฐอเมริกา","กรีซ","Greece 1896","ความรู้ทั่วไป","level-2|sport",2,5,5,2026-04-09T23:45:00.000Z,2026-04-09T23:45:00.000Z
"สัตว์เลี้ยงลูกด้วยนมที่วางไข่และมีพิษคือ?","จิงโจ้|ตุ่นปากเป็ด|โคอาลา|วาฬ","ตุ่นปากเป็ด","Platypus","สัตว์โลก","level-3|animal",3,10,10,2026-04-09T23:45:00.000Z,2026-04-09T23:45:00.000Z
"ธาตุชนิดใดมีจุดหลอมเหลวสูงสุด?","เหล็ก|ทองคำ|ทังสเตน|คาร์บอน","คาร์บอน","ในสถานะแกรไฟต์","วิทยาศาสตร์","level-5|chemistry",5,20,20,2026-04-09T23:45:00.000Z,2026-04-09T23:45:00.000Z
"จังหวัดใดในไทยได้ชื่อว่า 'เมืองสามหมอก'?","เชียงราย|เชียงใหม่|แม่ฮ่องสอน|พะเยา","แม่ฮ่องสอน","Mae Hong Son","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-09T23:45:00.000Z,2026-04-09T23:45:00.000Z
"ใครประดิษฐ์ปากกาลูกลื่น?","เอดิสัน|ลาสโล บีโร|เบลล์|นิวตัน","ลาสโล บีโร","Laszlo Biro","ความรู้ทั่วไป","level-4|world",4,15,15,2026-04-09T23:45:00.000Z,2026-04-09T23:45:00.000Z
"สัตว์ที่นอนในแนวตั้ง?","ม้า|วาฬ|โลมา|ยีราฟ","ม้า","ม้านอนยืนได้ด้วย","สัตว์โลก","level-3|animal",3,10,10,2026-04-09T23:45:00.000Z,2026-04-09T23:45:00.000Z
"เมืองหลวงของนิวซีแลนด์?","โอ๊คแลนด์|เวลลิงตัน|ไครสต์เชิร์ช|แฮมิลตัน","เวลลิงตัน","Wellington","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-09T23:45:00.000Z,2026-04-09T23:45:00.000Z
"ก๊าซเฉื่อยที่มากที่สุดในอากาศ?","ฮีเลียม|นีออน|อาร์กอน|คริปตอน","อาร์กอน","Argon","วิทยาศาสตร์","level-4|science",4,15,15,2026-04-09T23:45:00.000Z,2026-04-09T23:45:00.000Z
"ใครวาดภาพ 'Girl with a Pearl Earring'?","ดา วินชี|แวน โก๊ะ|โยฮันเนส เวอร์เมียร์|ปิกัสโซ","โยฮันเนส เวอร์เมียร์","Vermeer","ศิลปะ","level-5|world",5,20,20,2026-04-09T23:45:00.000Z,2026-04-09T23:45:00.000Z
"อวัยวะใดที่กรองพลาสมา?","หัวใจ|ไต|ปอด|ตับ","ไต","Nephron","สุขภาพ","level-4|health",4,15,15,2026-04-09T23:45:00.000Z,2026-04-09T23:45:00.000Z
"ใครกู้อิสรภาพครั้งที่ 2?","นเรศวร|ตากสิน|ร.1|ร.5","พระเจ้าตากสิน","สถาปนาธนบุรี","ประวัติศาสตร์","level-2|thai",2,5,5,2026-04-09T23:45:00.000Z,2026-04-09T23:45:00.000Z
"ยอดเขาสูงที่สุดในโลก?","เอเวอเรสต์|เคทู|คิลิมันจาโร|แอลป์","เอเวอเรสต์","Everest","ภูมิศาสตร์","level-1|world",1,1,1,2026-04-09T23:45:00.000Z,2026-04-09T23:45:00.000Z
"ธาตุสัญลักษณ์ 'Sn' คือ?","เงิน|ตะกั่ว|ดีบุก|ทองแดง","ดีบุก","Stannum","วิทยาศาสตร์","level-3|chemistry",3,10,10,2026-04-09T23:45:00.000Z,2026-04-09T23:45:00.000Z
"วิตามินเอช่วยเรื่อง?","สายตา|ผิวหนัง|กระดูก|เลือด","สายตา","พบในแครอท","สุขภาพ","level-1|health",1,1,1,2026-04-09T23:45:00.000Z,2026-04-09T23:45:00.000Z
