text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"ทวีปที่มีพื้นที่เล็กที่สุดในโลกคือ?","ยุโรป|ออสเตรเลีย|แอนตาร์กติกา|อเมริกาใต้","ออสเตรเลีย","The smallest continent","ภูมิศาสตร์","level-2|world",2,5,5,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"ใครวาดภาพ 'Night Watch'?","ดา วินชี|แวน โก๊ะ|แรมบรันต์|ปิกัสโซ","แรมบรันต์","Rembrandt","ศิลปะ","level-5|world",5,20,20,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"สัตว์เลี้ยงลูกด้วยนมชนิดเดียวที่บินได้จริงคือ?","นกนางนวล|ค้างคาว|กระรอกบิน|ปลาบิน","ค้างคาว","Bat","สัตว์โลก","level-2|animal",2,5,5,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"ธาตุสัญลักษณ์ 'Ag' หมายถึงอะไร?","ทอง|เงิน|เหล็ก|สังกะสี","เงิน","Argentum","วิทยาศาสตร์","level-3|chemistry",3,10,10,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"หน่วยเงินญี่ปุ่นคือ?","วอน|หยวน|เยน|ริงกิต","เยน","Yen","ความรู้ทั่วไป","level-1|finance",1,1,1,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"จังหวัดที่ชื่อสั้นที่สุดในไทย?","แพร่|น่าน|เลย|ตาก","เลย","Loei","ภูมิศาสตร์","level-1|thai",1,1,1,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"ใครกู้อิสรภาพครั้งที่ 2 และตั้งกรุงธนบุรี?","นเรศวร|ตากสิน|ร.1|ร.5","สมเด็จพระเจ้าตากสินมหาราช","กอบกู้จากพม่า","ประวัติศาสตร์","level-2|thai",2,5,5,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"สตรีคนแรกที่ได้รางวัลโนเบล?","มารี คูรี|แม่ชีเทเรซา|มาลาลา|อินทิรา","มารี คูรี","Marie Curie","วิทยาศาสตร์","level-4|world",4,15,15,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"ก๊าซที่มีมากที่สุดในอากาศคือ?","ออกซิเจน|ไนโตรเจน|คาร์บอน|อาร์กอน","ไนโตรเจน","78%","วิทยาศาสตร์","level-3|nature",3,10,10,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"รหัสพันธุกรรมเรียกว่าอะไร?","ATP|DNA|RNA|NAD","DNA","Deoxyribonucleic acid","วิทยาศาสตร์","level-2|biology",2,5,5,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"ใครแต่งพระอภัยมณี?","สุนทรภู่|ร.2|ร.6|น.ม.ส.","สุนทรภู่","กวีเอก","วรรณคดี","level-2|thai",2,5,5,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"จังหวัดที่ใหญ่ที่สุดในไทย?","เชียงใหม่|นครราชสีมา|กาญจนบุรี|ตาก","นครราชสีมา","โคราช","ภูมิศาสตร์","level-1|thai",1,1,1,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"สีแดงผสมน้ำเงินได้สีอะไร?","ม่วง|เขียว|ส้ม|เทา","ม่วง","Purple","ศิลปะ","level-1|art",1,1,1,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"วันลอยกระทงคืนเดือนอะไร?","1|10|11|12","12","เพ็ญเดือน 12","ความรู้ทั่วไป","level-1|culture",1,1,1,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"ใครค้นพบแรงโน้มถ่วง?","ไอน์สไตน์|นิวตัน|กาลิเลโอ|ฮอว์คิง","เซอร์ ไอแซก นิวตัน","Apple falling","วิทยาศาสตร์","level-2|physics",2,5,5,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"คลองปานามาเชื่อมมหาสมุทรใด?","แอตแลนติก-แปซิฟิก|อินเดีย-แปซิฟิก|แดง-ดำ|คีล","แอตแลนติก-แปซิฟิก","Panama Canal","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"ปราสาทหินที่ใหญ่ที่สุดในไทยคือ?","พนมรุ้ง|พิมาย|เมืองต่ำ|ศรีขรภูมิ","ปราสาทหินพิมาย","จ.นครราชสีมา","ประวัติศาสตร์","level-3|thai",3,10,10,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"ยอดเขาสูงที่สุดในไทยคือ?","ดอยตุง|ภูกระดึง|ดอยอินทนนท์|ดอยฟ้าห่มปก","ดอยอินทนนท์","เชียงใหม่","ภูมิศาสตร์","level-1|thai",1,1,1,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
"ใครงมงายในอ่างทอง (ขุนช้างขุนแผน)?","ขุนช้าง|ขุนแผน|เถรขวาด|พลายแก้ว","เถรขวาด","ตัวละครฝ่ายร้าย","วรรณคดี","level-5|thai",5,20,20,2026-04-09T22:15:00.000Z,2026-04-09T22:15:00.000Z
