text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"กำแพงเมืองจีนส่วนใหญ่ที่ยังเหลือให้เห็นในปัจจุบันถูกสร้างในสมัยราชวงศ์ใด?","ราชวงศ์ถัง|ราชวงศ์ฉิน|ราชวงศ์หมิง|ราชวงศ์ฮั่น","ราชวงศ์หมิง","Ming Dynasty","ประวัติศาสตร์","level-4|world",4,15,15,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
"สัตว์ชนิดใดที่มีความสามารถในการ 'เปลี่ยนสี' เพื่อพรางตัวได้ดีที่สุด?","ปลาหมึกยักษ์|กิ้งก่าคาเมเลียน|แมงมุม|กบ","ปลาหมึกยักษ์","Octopus เปลี่ยนสีและผิวสัมผัสได้ในพริบตา","สัตว์โลก","level-3|animal",3,10,10,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
"สถาปัตยกรรม 'โคลอสเซียม' (Colosseum) ตั้งอยู่ในนครใดของอิตาลี?","มิลาน|โรม|เวนิส|ฟลอเรนซ์","โรม","Rome","ภูมิศาสตร์","level-2|world",2,5,5,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
"โปรโตคอลมาตรฐานที่ใช้ในการรับส่งอีเมลคืออะไร?","HTTP|FTP|SMTP|HTML","SMTP","Simple Mail Transfer Protocol","เทคโนโลยี","level-4|tech",4,15,15,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
"พืชชนิดใดที่มีเมล็ดอยู่ 'ภายนอก' ผล?","แอปเปิล|สตรอว์เบอร์รี|มะม่วง|องุ่น","สตรอว์เบอร์รี","เมล็ดจิ๋วๆ อยู่รอบเปลือกนอก","พฤกษศาสตร์","level-3|nature",3,10,10,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
"ใครคือพระบิดาแห่ง 'กองทัพเรือไทย'?","รัชกาลที่ 4|กรมหลวงชุมพรเขตอุดมศักดิ์|รัชกาลที่ 5|พระยาพหลพลพยุหเสนา","กรมหลวงชุมพรเขตอุดมศักดิ์","เสด็จเตี่ย","ประวัติศาสตร์","level-2|thai",2,5,5,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
"อวัยวะใดในร่างกายมนุษย์ที่ทำหน้าที่กรอง 'ของเสีย' ออกเป็นปัสสาวะ?","ตับ|ไต|ม้าม|ปอด","ไต","Kidney","สุขภาพ","level-2|health",2,5,5,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
"ธาตุชนิดใดมีสัญลักษณ์ทางเคมีว่า 'Cl'?","คาร์บอน|แคลเซียม|คลอรีน|โครเมียม","คลอรีน","Chlorine","วิทยาศาสตร์","level-2|chemistry",2,5,5,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
"ประเทศใดในอาเซียนที่มี 'เกาะ' จำนวนมากที่สุด (มากกว่า 17,000 เกาะ)?","ฟิลิปปินส์|อินโดนีเซีย|มาเลเซีย|ไทย","อินโดนีเซีย","Indonesia","ภูมิศาสตร์","level-2|world",2,5,5,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
"ใครคือผู้ประดิษฐ์ 'เครื่องพิมพ์' (Printing Press) เป็นคนแรกของโลก?","ลีโอนาร์โด ดา วินชี|โยฮันเนส กุเทนเบิร์ก|กาลิเลโอ|ไอแซก นิวตัน","โยฮันเนส กุเทนเบิร์ก","Johannes Gutenberg","ประวัติศาสตร์","level-4|world",4,15,15,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
"ภาพยนตร์เรื่อง 'Parasite' ที่ชนะรางวัลออสการ์มาจากประเทศใด?","ญี่ปุ่น|จีน|เกาหลีใต้|ไทย","เกาหลีใต้","South Korea","ความรู้ทั่วไป","level-2|movie",2,5,5,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
"สัตว์บกชนิดใดมีขนาดใหญ่ที่สุดในโลกในปัจจุบัน?","ยีราฟ|แรด|ช้างแอฟริกา|ฮิปโป","ช้างแอฟริกา","African Elephant","สัตว์โลก","level-1|animal",1,1,1,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
"ชื่อดาวเทียมดวงแรกของโลกคืออะไร?","เอ็กซ์พลอเรอร์ 1|สปุตนิก 1|ไทยคม 1|วอยเอเจอร์ 1","สปุตนิก 1","Sputnik 1","เทคโนโลยี","level-3|world",3,10,10,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
"ในเรื่อง 'รามเกียรติ์' ใครคือบุตรของหนุมานกับนางสุพรรณมัจฉา?","องคต|มัจฉานุ|กุมภกรรณ|อินทรชิต","มัจฉานุ","ร่างกายเป็นลิงแต่มีหางเป็นปลา","วรรณคดี","level-3|thai",3,10,10,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
"หน่วยวัดความบริสุทธิ์ของ 'ทองคำ' เรียกว่าอะไร?","กะรัต|กิโลกรัม|กรัม|ปอนด์","กะรัต","Karat (24K)","ความรู้ทั่วไป","level-2|general",2,5,5,2026-04-09T23:55:00.000Z,2026-04-09T23:55:00.000Z
