text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"ดาวเคราะห์ดวงใดในระบบสุริยะที่มี 'แกนหมุน' ตะแคงข้างเกือบระนาบกับวงโคจร?","ดาวพฤหัสบดี|ดาวเสาร์|ดาวยูเรนัส|ดาวเนปจูน","ดาวยูเรนัส","Uranus","ดาราศาสตร์","level-4|astronomy",4,15,15,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ในร่างกายมนุษย์ อวัยวะใดทำหน้าที่หลักในการ 'ผลิตเซลล์เม็ดเลือดแดง' (ในวัยผู้ใหญ่)?","ตับ|ม้าม|ไขกระดูก|ไต","ไขกระดูก","Bone Marrow","สุขภาพ","level-4|health",4,15,15,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ใครคือจิตรกรเอกชาวดัตช์ผู้วาดภาพ 'The Anatomy Lesson of Dr. Nicolaes Tulp'?","วินเซนต์ แวน โก๊ะ|โยฮันเนส เวอร์เมียร์|แรมบรันต์|พีต มอนเดรียน","แรมบรันต์","Rembrandt van Rijn","ศิลปะ","level-5|world",5,20,20,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ธาตุชนิดใดที่มีสัญลักษณ์ทางเคมีว่า 'W' และมีจุดหลอมเหลวสูงที่สุดในบรรดาโลหะ?","วานาเดียม|ทังสเตน|แพลตตินัม|ทองแดง","ทังสเตน","Wolfram","วิทยาศาสตร์","level-4|chemistry",4,15,15,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"จังหวัดใดในประเทศไทยมีแหล่งแร่ 'ยิปซัม' มากที่สุด?","นครสวรรค์|พิจิตร|พะเยา|ตาก","นครสวรรค์","ใช้ในอุตสาหกรรมปูนซีเมนต์และฝ้าเพดาน","ภูมิศาสตร์","level-4|thai",4,15,15,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ใครคือผู้ประดิษฐ์ 'ตู้เย็น' เครื่องแรกที่ใช้งานในครัวเรือนได้สำเร็จ?","เอดิสัน|เฟรเดอริก วูลฟ์|เจมส์ วัตต์|นิโคลา เทสลา","เฟรเดอริก วูลฟ์","Fred W. Wolf (1913)","ความรู้ทั่วไป","level-5|world",5,20,20,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"หน่วยวัดปริมาณความสว่างของแสงที่ตกลงบน 'พื้นที่' ผิวสัมผัสเรียกว่าอะไร?","ลูเมน|ลักซ์|แคนเดลา|วัตต์","ลักซ์","Lux","วิทยาศาสตร์","level-4|physics",4,15,15,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"สัตว์ชนิดใดมีดวงตาที่ใหญ่ที่สุดในโลก (ใหญ่กว่าขนาดหัวมนุษย์)?","วาฬสีน้ำเงิน|ปลาหมึกมหึมา (Colossal Squid)|ฉลามวาฬ|ช้างแอฟริกา","ปลาหมึกมหึมา (Colossal Squid)","เส้นผ่านศูนย์กลางตาถึง 27-30 ซม.","สัตว์โลก","level-5|animal",5,20,20,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"เมืองหลวงของประเทศคาซัคสถานในปัจจุบัน (ปี 2024) ชื่อว่าอะไร?","อัสตานา|อัลมาตี้|นูร์-ซุลตัน|ทาชเคนต์","อัสตานา","Astana (มีการเปลี่ยนกลับจากชื่อ นูร์-ซุลตัน)","ภูมิศาสตร์","level-4|world",4,15,15,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ใครคือพระบิดาแห่ง 'การชั่ง ตวง วัด' ของไทย?","รัชกาลที่ 4|รัชกาลที่ 5|รัชกาลที่ 6|รัชกาลที่ 9","รัชกาลที่ 4","ทรงกำหนดมาตรฐานมาตราเมตริกในไทย","ประวัติศาสตร์","level-4|thai",4,15,15,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ธาตุชนิดใดมีสัญลักษณ์ 'Xe' และใช้บรรจุในหลอดไฟแฟลชถ่ายภาพ?","อาร์กอน|นีออน|ซีนอน|คริปตอน","ซีนอน","Xenon","วิทยาศาสตร์","level-4|chemistry",4,15,15,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"วิตามินชนิดใดที่มีส่วนช่วยในการ 'มองเห็น' และป้องกันโรคตาฟาง?","วิตามินเอ|วิตามินบี|วิตามินซี|วิตามินอี","วิตามินเอ","Vitamin A","สุขภาพ","level-1|health",1,1,1,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ใครคือผู้ประดิษฐ์ 'เครื่องกระตุ้นหัวใจ' (Pacemaker) แบบฝังในร่างกายคนแรก?","รัน เอนควิสต์|วิลสัน เกรตแบตช์|วิลเลียม ฮาร์วีย์|หลุยส์ ปาสเตอร์","วิลสัน เกรตแบตช์","Wilson Greatbatch","เทคโนโลยี","level-5|world",5,20,20,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"สถาปัตยกรรม 'หอเอนปิซ่า' สร้างด้วยวัสดุหลักชนิดใด?","คอนกรีต|หินอ่อน|อิฐมอญ|หินทราย","หินอ่อน","Carrara Marble","สถาปัตยกรรม","level-4|world",4,15,15,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ก๊าซชนิดใดถูกเรียกว่า 'ก๊าซเฉื่อย' (Noble Gas) ที่เบาที่สุด?","อาร์กอน|นีออน|ฮีเลียม|ซีนอน","ฮีเลียม","Helium","วิทยาศาสตร์","level-2|chemistry",2,5,5,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"จังหวัดใดในประเทศไทยมีแหล่ง 'ถ่านหินลิกไนต์' ที่ใหญ่ที่สุด?","ลำปาง|แพร่|กระบี่|พะเยา","ลำปาง","เหมืองแม่เมาะ","ภูมิศาสตร์","level-3|thai",3,10,10,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ใครคือผู้เขียนภาพจิตรกรรม 'Guernica' เพื่อสะท้อนความโหดร้ายของสงคราม?","ปาโบล ปิกัสโซ|ซัลวาดอร์ ดาลี|แวน โก๊ะ|โมเนต์","ปาโบล ปิกัสโซ","Picasso","ศิลปะ","level-4|world",4,15,15,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"อวัยวะใดของร่างกายมนุษย์เป็นส่วนที่ 'ยาวที่สุด' ในระบบทางเดินอาหาร?","หลอดอาหาร|กระเพาะอาหาร|ลำไส้เล็ก|ลำไส้ใหญ่","ลำไส้เล็ก","ยาวประมาณ 6-7 เมตร","สุขภาพ","level-2|health",2,5,5,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ปรากฏการณ์แสงที่เรียกว่า 'ออโรรา ออสตราลิส' (Aurora Australis) เกิดขึ้นที่บริเวณใด?","ขั้วโลกเหนือ|ขั้วโลกใต้|เส้นศูนย์สูตร|เหนืออ่าวไทย","ขั้วโลกใต้","Southern Lights (แสงใต้)","วิทยาศาสตร์","level-4|nature",4,15,15,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ใครคือพระมหากษัตริย์ไทยผู้ทรงสถาปนา 'เมืองเชียงใหม่'?","พ่อขุนรามคำแหง|พญามังราย|พญางำเมือง|พระเจ้ากาวิละ","พญามังราย","สถาปนาเมื่อปี พ.ศ. 1839","ประวัติศาสตร์","level-3|thai",3,10,10,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ในระบบสุริยะ ดาวเคราะห์ดวงใดที่มองเห็นจากโลกได้สว่างที่สุด (รองจากดวงจันทร์)?","ดาวอังคาร|ดาวพฤหัสบดี|ดาวศุกร์|ดาวเสาร์","ดาวศุกร์","Venus (ดาวประกายพรึก/ดาวประจำเมือง)","ดาราศาสตร์","level-2|astronomy",2,5,5,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"สารกลุ่มใดที่ทำให้ 'ใบพืช' มีสีเหลืองหรือส้มเมื่อขาดคลอโรฟิลล์?","แคโรทีนอยด์|ฟลูออไรด์|เมลานิน|เมตาโลนิน","แคโรทีนอยด์","Carotenoids","พฤกษศาสตร์","level-4|nature",4,15,15,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ใครคือสถาปนิกผู้ออกแบบ 'วิหารพาร์เธนอน' (Parthenon) ในกรีกโบราณ?","อิคตินอส|เลโอนาร์โด|ไมเคิลแองเจโล|เกาดี้","อิคตินอส","Iktinos (ร่วมกับ Kallikrates)","สถาปัตยกรรม","level-5|world",5,20,20,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ธาตุชนิดใดมีสัญลักษณ์ทางเคมีว่า 'Sn' และมีราคาถูกกว่าเงิน?","สังกะสี|ดีบุก|อลูมิเนียม|ทองแดง","ดีบุก","Tin (Stannum)","วิทยาศาสตร์","level-3|chemistry",3,10,10,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"สัตว์ชนิดใดมี 'หัวใจ' เพียงดวงเดียวแต่มีห้องหัวใจถึง 3 ห้อง (ต่างจากมนุษย์ที่มี 4)?","นก|สุนัข|กบ|ปลา","กบ","สัตว์ครึ่งบกครึ่งน้ำส่วนใหญ่มี 3 ห้อง","สัตว์โลก","level-4|animal",4,15,15,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ใครคือพระบิดาแห่ง 'วิชาภูมิศาสตร์ไทย'?","รัชกาลที่ 4|รัชกาลที่ 5|กรมพระยาดำรงราชานุภาพ|พระวิภาคภูวศิลป์","พระวิภาคภูวศิลป์","James McCarthy","ความรู้ทั่วไป","level-5|thai",5,20,20,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ก๊าซชนิดใดที่มีผลต่อการ 'สุก' ของผลไม้มากที่สุด?","ออกซิเจน|เอทิลีน|ไนโตรเจน|คาร์บอน","เอทิลีน","Ethylene Gas","พฤกษศาสตร์","level-3|nature",3,10,10,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"จังหวัดใดในประเทศไทยมีภูมิศาสตร์เป็น 'เกาะ' ที่ใหญ่ที่สุดในอ่าวไทย?","เกาะสมุย|เกาะช้าง|เกาะภูเก็ต|เกาะกูด","เกาะช้าง","จ.ตราด (ภูเก็ตอยู่ในอันดามัน)","ภูมิศาสตร์","level-3|thai",3,10,10,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
"ใครคือจิตรกรผู้วาดภาพจิตรกรรม 'The Starry Night'?","วินเซนต์ แวน โก๊ะ|ปาโบล ปิกัสโซ|เลโอนาร์โด ดา วินชี|โมเนต์","วินเซนต์ แวน โก๊ะ","Vincent van Gogh","ศิลปะ","level-3|world",3,10,10,2026-04-09T22:50:00.000Z,2026-04-09T22:50:00.000Z
