text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"สัตว์ชนิดใดมีกระเป๋าหน้าท้องสำหรับเลี้ยงลูกและกระโดดได้ไกล?","ลิง|จิงโจ้|ม้า|กวาง","จิงโจ้","สัตว์ประจำชาติออสเตรเลีย","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
"เราใช้สิ่งใดสวมศีรษะเพื่อป้องกันแสงแดด?","ถุงเท้า|หมวก|ถุงมือ|เข็มขัด","หมวก","Hat","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
"ทิศที่พระอาทิตย์ตกเรียกว่าทิศอะไร?","เหนือ|ใต้|ตะวันออก|ตะวันตก","ตะวันตก","West","ความรู้ทั่วไป","level-1|nature",1,1,1,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
"อาหารประจำชาติของเวียดนามที่เป็นก๋วยเตี๋ยวน้ำใสคือ?","ต้มยำ|เฝอ|ราเมง|สปาเกตตี","เฝอ","Pho","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
"สีไฟจราจรสีเหลืองหมายถึงอะไร?","ให้หยุดรถ|ให้ไปได้|ให้เตรียมตัวหยุดรถ|ให้เลี้ยวซ้าย","ให้เตรียมตัวหยุดรถ","สีที่สว่างก่อนไฟแดง","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
"พืชใช้อวัยวะใดในการดูดน้ำจากดิน?","ใบ|ดอก|ราก|ลำต้น","ราก","อยู่ใต้ดิน","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
"เราควรล้างมือนานกี่วินาทีเพื่อฆ่าเชื้อโรคให้มีประสิทธิภาพ?","5 วินาที|10 วินาที|20 วินาที|60 วินาที","20 วินาที","ประมาณการร้องเพลงช้าง 2 รอบ","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
"พยัญชนะไทยตัวสุดท้ายคืออะไร?","อ.อ่าง|ฬ.จุฬา|ห.หีบ|ฮ.นกฮูก","ฮ.นกฮูก","ตัวที่ 44 ของพยัญชนะไทย","ภาษาไทย","level-1|thai",1,1,1,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
"สัตว์ชนิดใดพ่นน้ำออกจากหัวและอาศัยในทะเล?","ฉลาม|วาฬ|โลมา|หมึก","วาฬ","สัตว์เลี้ยงลูกด้วยนมที่ใหญ่ที่สุดในโลก","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
"25 + 25 = ?","40|50|60|70","50","บวกเลขง่ายๆ","คณิตคิดไว","level-1|math",1,1,1,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
"เมืองหลวงของเกาหลีใต้คือเมืองใด?","โตเกียว|เซี่ยงไฮ้|โซล|ปูซาน","โซล","Seoul","ความรู้ทั่วไป","level-2|world",2,5,5,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
"ดาวเคราะห์ดวงใดได้รับฉายาว่า เตาไฟแช่แข็ง?","ดาวอังคาร|ดาวพุธ|ดาวศุกร์|ดาวเสาร์","ดาวพุธ","ใกล้ดวงอาทิตย์แต่บรรยากาศบางมาก","วิทยาศาสตร์","level-2|astronomy",2,5,5,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
"ใครคือผู้ค้นพบทวีปอเมริกาคนแรก (คริสโตเฟอร์ ...)?","โคลัมบัส|มาเจลลัน|กัปตันคุ๊ก|มาร์โค โปโล","โคลัมบัส","Christopher Columbus","ประวัติศาสตร์","level-2|world",2,5,5,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
"จังหวัดใดขึ้นชื่อเรื่อง 'ผ้าไหมแพรวา'?","ขอนแก่น|กาฬสินธุ์|อุดรธานี|บุรีรัมย์","กาฬสินธุ์","ราชินีแห่งไหมไทย","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
"สัตว์ชนิดใดเป็นสัตว์เลี้ยงลูกด้วยนมที่บินได้?","นกพิราบ|ค้างคาว|ผีเสื้อ|แมลงปอ","ค้างคาว","อาศัยในถ้ำและหากินตอนกลางคืน","วิทยาศาสตร์","level-2|animal",2,5,5,2026-04-09T20:45:00.000Z,2026-04-09T20:45:00.000Z
