text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"อวัยวะใดทำหน้าที่เป็นแหล่งพลังงานและกำจัดสารพิษในร่างกาย?","ไต|ตับ|หัวใจ|ปอด","ตับ","Liver","สุขภาพ","level-2|health",2,5,5,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"สัตว์น้ำที่มีเลือดสีน้ำเงินและเป็นฟอสซิลมีชีวิตคือ?","ฉลาม|แมงดาทะเล|หมึกยักษ์|กุ้งมังกร","แมงดาทะเล","Horseshoe Crab","สัตว์โลก","level-3|nature",3,10,10,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ดาวเคราะห์วงแหวนสวยที่สุด?","พฤหัสบดี|เสาร์|ยูเรเนัส|เนปจูน","ดาวเสาร์","Saturn","ดาราศาสตร์","level-1|astronomy",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ใครงมงายในอ่างทอง (ขุนช้างขุนแผน)?","ขุนช้าง|ขุนแผน|เถรขวาด|พลายแก้ว","เถรขวาด","ตัวละครฝ่ายร้ายที่เป็นพระนอกรีต","วรรณคดี","level-5|thai",5,20,20,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"คลองปานามาเชื่อมมหาสมุทร?","แปซิฟิก-แอตแลนติก|อินเดีย-แปซิฟิก|แดง-ดำ|คีล","แปซิฟิก-แอตแลนติก","Panama Canal","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ใครแต่งพระอภัยมณี?","สุนทรภู่|ร.2|ร.6|น.ม.ส.","สุนทรภู่","กวีเอกสยาม","วรรณคดี","level-2|thai",2,5,5,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"จังหวัดที่ชื่อสั้นที่สุด?","แพร่|น่าน|เลย|ตาก","เลย","Loei","ภูมิศาสตร์","level-1|thai",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"แม่สีมีกี่สี?","2|3|4|5","3","แดง เหลือง น้ำเงิน","ศิลปะ","level-1|art",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"หน่วยเงินของลาวคือ?","บาท|เรียล|กีบ|ดอง","กีบ","Lao Kip","ความรู้ทั่วไป","level-1|finance",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ธาตุสัญลักษณ์ 'Au' คือ?","เงิน|ทอง|เหล็ก|ปรอท","ทองคำ","Aurum","วิทยาศาสตร์","level-2|chemistry",2,5,5,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ใครวาด 'Mona Lisa'?","ดา วินชี|ปิกัสโซ|แวน โก๊ะ|โมเนต์","เลโอนาร์โด ดา วินชี","Leonardo","ศิลปะ","level-3|world",3,10,10,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"จังหวัดที่ใหญ่ที่สุดในไทย?","เชียงใหม่|นครราชสีมา|กาญจนบุรี|ตาก","นครราชสีมา","โคราช","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"พระพุทธรูปปางนอนเรียกว่า?","สมาธิ|มารวิชัย|ไสยาสน์|ลีลา","ปางไสยาสน์","Reclining Buddha","วัฒนธรรม","level-2|culture",2,5,5,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"สัญลักษณ์ '@' อ่านว่า?","ที่ (At)|และ|ดอท|แฮช","ที่ (At)","At symbol","เทคโนโลยี","level-1|tech",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"รุ้งกินน้ำมีกี่สี?","5|6|7|8","7","สีรุ้ง","ความรู้ทั่วไป","level-1|nature",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ทิศเหนือตรงข้ามกับ?","ตะวันออก|ตะวันตก|ใต้|เฉียงเหนือ","ทิศใต้","South","ความรู้ทั่วไป","level-1|nature",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"พยัญชนะไทยตัวแรก?","ข|ก|ค|ฮ","ก","ก.ไก่","ภาษาไทย","level-1|thai",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"อวัยวะที่ใช้มองเห็นคือ?","หู|จมูก|ตา|ปาก","ตา","Eye","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ดาวเคราะห์ใกล้ดวงอาทิตย์ที่สุด?","พุธ|ศุกร์|โลก|อังคาร","ดาวพุธ","Mercury","วิทยาศาสตร์","level-1|astronomy",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"อาหารประจำชาติญี่ปุ่น?","ส้มตำ|ซูชิ|พิซซ่า|พาสต้า","ซูชิ","Sushi","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"สัตว์ที่ร้อง เมี๊ยว คือ?","หมา|แมว|เป็ด|ไก่","แมว","Cat","สัตว์โลก","level-1|animal",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ผลไม้ที่มีหนามแหลม?","มังคุด|ทุเรียน|เงาะ|ส้ม","ทุเรียน","ราชาผลไม้","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"วิตามินป้องกันเลือดออกตามไรฟัน?","เอ|บี|ซี|ดี","วิตามินซี","ในส้ม","สุขภาพ","level-2|health",2,5,5,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"มุมในรูปสามเหลี่ยมรวมกันได้?","90|180|270|360","180","Geometric rule","คณิตศาสตร์","level-2|math",2,5,5,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"หน่วยเงินญี่ปุ่น?","วอน|หยวน|เยน|ริงกิต","เยน","Yen","ความรู้ทั่วไป","level-1|finance",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"พยัญชนะไทยตัวสุดท้าย?","ฮ|ฬ|อ|ห","ฮ.นกฮูก","ตัวที่ 44","ภาษาไทย","level-1|thai",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ดาวเคราะห์แดงคือดวงไหน?","พุธ|ศุกร์|อังคาร|เสาร์","ดาวอังคาร","Mars","ดาราศาสตร์","level-1|astronomy",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ใครประดิษฐ์หลอดไฟคนแรก?","เทสลา|เอดิสัน|นิวตัน|เบลล์","โทมัส เอดิสัน","Edison","ความรู้ทั่วไป","level-2|world",2,5,5,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"แม่น้ำที่ยาวที่สุดในโลก?","ไนล์|อเมซอน|แยงซี|โขง","แม่น้ำไนล์","Nile","ภูมิศาสตร์","level-1|world",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"วันสงกรานต์เดือนอะไร?","มกราคม|เมษายน|ตุลาคม|ธันวาคม","เมษายน","April","ความรู้ทั่วไป","level-1|culture",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"จังหวัดเมืองย่าโมคือจังหวัดใด?","ชัยภูมิ|บุรีรัมย์|นครราชสีมา|ขอนแก่น","นครราชสีมา","โคราช","ภูมิศาสตร์","level-1|thai",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ธาตุสัญลักษณ์ 'Na' คือ?","นีออน|โซเดียม|เหล็ก|สังกะสี","โซเดียม","Sodium","วิทยาศาสตร์","level-2|chemistry",2,5,5,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"พื้นที่กว้างสุดในอาเซียน?","ไทย|อินโดนีเซีย|เวียดนาม|พม่า","อินโดนีเซีย","Indonesia","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"สตรีคนแรกได้โนเบล?","มารี คูรี|แม่ชีเทเรซา|มาลาลา|อินทิรา","มารี คูรี","Marie Curie","วิทยาศาสตร์","level-4|world",4,15,15,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"จังหวัดที่มีเกาะใหญ่สุด?","ชลบุรี|ตราด|ภูเก็ต|พังงา","ภูเก็ต","จ.ภูเก็ต","ภูมิศาสตร์","level-1|thai",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ใครเป็นบิดาวิทยาศาสตร์ไทย?","ร.1|ร.4|ร.5|ร.9","รัชกาลที่ 4","คิงมงกุฎ","ประวัติศาสตร์","level-3|thai",3,10,10,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"อนุภาคพระเจ้าคือฉายาของ?","โปรตอน|โฟตอน|ฮิกส์โบซอน|นิวตริโน","ฮิกส์โบซอน","Higgs Boson","วิทยาศาสตร์","level-5|physics",5,20,20,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ใครค้นพบเพนิซิลลิน?","ปาสเตอร์|เฟลมมิ่ง|มารี คูรี|โคช","อเล็กซานเดอร์ เฟลมมิ่ง","Fleming","วิทยาศาสตร์","level-4|world",4,15,15,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"จังหวัด 77 คือ?","สระแก้ว|บึงกาฬ|อำนาจเจริญ|หนองบัวลำภู","บึงกาฬ","แยกจากหนองคาย","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ใครสร้าง Facebook?","เกตส์|จอบส์|ซักเคอร์เบิร์ก|เบโซส","มาร์ก ซักเคอร์เบิร์ก","Mark Zuckerberg","เทคโนโลยี","level-1|business",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ธาตุจุดหลอมเหลวสูงสุด?","เหล็ก|ทอง|ทังสเตน|คาร์บอน","คาร์บอน","Graphite","วิทยาศาสตร์","level-5|chemistry",5,20,20,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"สงครามร้อยปีสู้กี่ปี?","100|110|116|120","116","อังกฤษ vs ฝรั่งเศส","ประวัติศาสตร์","level-5|world",5,20,20,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"บิดาเศรษฐศาสตร์คือใคร?","สมิธ|มาร์กซ์|เคนส์|นิวตัน","อดัม สมิธ","Adam Smith","ความรู้ทั่วไป","level-4|world",4,15,15,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"วิกฤตต้มยำกุ้งเริ่มปี?","2530|2540|2550|2560","2540","เศรษฐกิจล้ม","ประวัติศาสตร์","level-3|thai",3,10,10,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"คลองปานามาเชื่อมมหาสมุทร?","แปซิฟิก-แอตแลนติก|อินเดีย-แปซิฟิก|แดง-ดำ|คีล","แปซิฟิก-แอตแลนติก","Panama Canal","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"ใครพิสูจน์โลกกลม (เดินเรือ)?","โคลัมบัส|มาเจลลัน|กัปตันคุก|วาสโก","มาเจลลัน","Magellan","ประวัติศาสตร์","level-4|world",4,15,15,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"วิกฤตเศรษฐกิจปี 2008?","Hamburger|ต้มยำกุ้ง|ฝิ่น|น้ำมัน","Hamburger Crisis","Subprime","ประวัติศาสตร์","level-5|world",5,20,20,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"บิดาคอมพิวเตอร์คือใคร?","ทัวริง|แบบบิจ|เกตส์|จอบส์","ชาร์ลส์ แบบบิจ","Babbage","เทคโนโลยี","level-4|world",4,15,15,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"สีแดงผสมน้ำเงินได้สี?","ม่วง|เขียว|ส้ม|เทา","ม่วง","Purple","ศิลปะ","level-1|art",1,1,1,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
"สนธิสัญญาเวสต์ฟาเลียเริ่มปี?","1548|1648|1748|1848","1648","จุดเริ่มรัฐชาติ","ประวัติศาสตร์","level-5|world",5,20,20,2026-04-09T22:55:00.000Z,2026-04-09T22:55:00.000Z
