text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"สัตว์ดึกดำบรรพ์ชนิดใดที่เป็น 'ฟอสซิลมีชีวิต' และมีเลือดสีน้ำเงิน?","แมงดาทะเล|กุ้ง|ปูม้า|หอยแครง","แมงดาทะเล","Horseshoe Crab","สัตว์โลก","level-3|nature",3,10,10,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"นกชนิดใดมีพฤติกรรม 'ขี้ขโมย' รังนกอื่นและไม่เลี้ยงลูกเอง?","นกเอี้ยง|นกกาเหว่า|นกเขา|นกนางนวล","นกกาเหว่า","Asian Koel","สัตว์โลก","level-2|animal",2,5,5,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"หน่วยวัดความเร็วประมวลผล CPU ที่หมายถึง 'พันล้านรอบต่อวินาที'?","MHz|GHz|THz|KHz","GHz","Gigahertz","เทคโนโลยี","level-2|tech",2,5,5,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ดาวเคราะห์ดวงใดในระบบสุริยะมี 'วงแหวน' ที่สวยที่สุด?","พฤหัสบดี|เสาร์|ยูเรเนัส|เนปจูน","ดาวเสาร์","Saturn","ดาราศาสตร์","level-1|astronomy",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"สารอาหารที่ให้พลังงาน 9 kcal ต่อกรัมคือ?","คาร์โบไฮเดรต|ไขมัน|โปรตีน|วิตามิน","ไขมัน","Fat","สุขภาพ","level-3|health",3,10,10,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ใครวาดภาพ 'Girl with a Pearl Earring'?","ดา วินชี|เวอร์เมียร์|แวน โก๊ะ|ปิกัสโซ","โยฮันเนส เวอร์เมียร์","Vermeer","ศิลปะ","level-5|world",5,20,20,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"จังหวัดเหนือสุดของไทย?","เชียงใหม่|แม่ฮ่องสอน|เชียงราย|พะเยา","เชียงราย","อำเภอแม่สาย","ภูมิศาสตร์","level-1|thai",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ใครค้นพบทฤษฎีควอนตัม?","ไอน์สไตน์|แมกซ์ พลังค์|โบร์|นิวตัน","แมกซ์ พลังค์","Max Planck","วิทยาศาสตร์","level-5|physics",5,20,20,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"หน่วยเงินลาวคือ?","เรียล|บาท|กีบ|ดอง","กีบ","Lao Kip","ความรู้ทั่วไป","level-1|finance",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"สัตว์ที่ร้อง ก้าบ ก้าบ?","ไก่|เป็ด|ห่าน|สุนัข","เป็ด","Duck","สัตว์โลก","level-1|animal",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"รุ้งกินน้ำมีกี่สี?","5|6|7|8","7","สีรุ้ง","ความรู้ทั่วไป","level-1|nature",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ใครประดิษฐ์หลอดไฟคนแรก?","เอดิสัน|เทสลา|นิวตัน|ฟาราเดย์","โทมัส เอดิสัน","Edison","ความรู้ทั่วไป","level-2|world",2,5,5,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ธาตุสัญลักษณ์ 'Na' คือ?","นีออน|โซเดียม|เหล็ก|สังกะสี","โซเดียม","Sodium","วิทยาศาสตร์","level-2|chemistry",2,5,5,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"คลองสุเอซตั้งอยู่ใน?","ตุรกี|อียิปต์|อิหร่าน|อิรัก","อียิปต์","Egypt","ภูมิศาสตร์","level-2|world",2,5,5,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ใครแต่งพระอภัยมณี?","รัชกาลที่ 2|รัชกาลที่ 6|สุนทรภู่|น.ม.ส.","สุนทรภู่","กวีเอก","วรรณคดี","level-2|thai",2,5,5,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"วิตามินป้องกันโรคเลือดออกตามไรฟัน?","เอ|บี|ซี|ดี","วิตามินซี","ในส้ม","สุขภาพ","level-2|health",2,5,5,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ทิศเหนือตรงข้ามกับ?","ตะวันออก|ตะวันตก|ใต้|เฉียงเหนือ","ทิศใต้","South","ความรู้ทั่วไป","level-1|nature",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"สัตว์ที่ร้อง เมี๊ยว คือ?","หมา|แมว|หนู|ไก่","แมว","Cat","สัตว์โลก","level-1|animal",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"อวัยวะที่ใช้มองเห็น?","หู|จมูก|ตา|ปาก","ตา","Eye","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ดาวเคราะห์แดงคือดวงไหน?","พุธ|ศุกร์|อังคาร|เสาร์","ดาวอังคาร","Mars","ดาราศาสตร์","level-1|astronomy",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"แม่สีมีกี่สี?","2|3|4|5","3","แดง เหลือง น้ำเงิน","ศิลปะ","level-1|art",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"จังหวัดเมืองย่าโม?","ชัยภูมิ|บุรีรัมย์|นครราชสีมา|ขอนแก่น","นครราชสีมา","โคราช","ภูมิศาสตร์","level-1|thai",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ใครกู้อิสรภาพครั้งที่ 2?","นเรศวร|ตากสิน|ร.1|ร.5","สมเด็จพระเจ้าตากสิน","สถาปนาธนบุรี","ประวัติศาสตร์","level-2|thai",2,5,5,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ธาตุสัญลักษณ์ 'Au' คือ?","เงิน|ทอง|เหล็ก|ปรอท","ทองคำ","Aurum","วิทยาศาสตร์","level-2|chemistry",2,5,5,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"วันลอยกระทงคืนเดือน?","1|10|11|12","12","เพ็ญเดือน 12","ความรู้ทั่วไป","level-1|culture",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ใครวาด 'Mona Lisa'?","ปิกัสโซ|แวน โก๊ะ|ดา วินชี|โมเนต์","เลโอนาร์โด ดา วินชี","Leonardo","ศิลปะ","level-3|world",3,10,10,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"จังหวัดที่มีเกาะใหญ่สุด?","ชลบุรี|ตราด|ภูเก็ต|พังงา","ภูเก็ต","จ.ภูเก็ต","ภูมิศาสตร์","level-1|thai",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"แม่น้ำสายยาวที่สุดในโลก?","ไนล์|อเมซอน|แยงซี|โขง","แม่น้ำไนล์","Nile","ภูมิศาสตร์","level-1|world",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ก๊าซที่มีมากที่สุดในอากาศ?","ออกซิเจน|ไนโตรเจน|คาร์บอน|ฮีเลียม","ไนโตรเจน","78%","วิทยาศาสตร์","level-3|nature",3,10,10,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ใครเป็นบิดากฎหมายไทย?","ร.5|กรมหลวงราชบุรีฯ|สุนทรภู่|ร.6","กรมหลวงราชบุรีดิเรกฤทธิ์","รพีพัฒนศักดิ์","ประวัติศาสตร์","level-4|thai",4,15,15,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ชื่อเดิมกรุงเทพคือ?","ศรีอยุธยา|บางกอก|รัตนโกสินทร์|ธนบุรี","บางกอก","Bangkok","ความรู้ทั่วไป","level-1|thai",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"สัตว์ที่ใหญ่สุดในโลก?","ช้าง|วาฬสีน้ำเงิน|ฉลามวาฬ|ไดโนเสาร์ (ซาก)","วาฬสีน้ำเงิน","Blue Whale","สัตว์โลก","level-2|animal",2,5,5,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"สีแดงผสมน้ำเงินได้สี?","ม่วง|เขียว|ส้ม|เทา","ม่วง","Purple","ศิลปะ","level-1|art",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"มุมในรูปสามเหลี่ยมรวมกันได้?","90|180|270|360","180","Geometric rule","คณิตศาสตร์","level-2|math",2,5,5,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"สนธิสัญญาเวสต์ฟาเลียเริ่มปี?","1548|1648|1748|1848","1648","จุดเริ่มรัฐชาติ","ประวัติศาสตร์","level-5|world",5,20,20,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"อนุภาคพระเจ้าคือ?","โปรตอน|โฟตอน|ฮิกส์โบซอน|นิวตริโน","ฮิกส์โบซอน","Higgs Boson","วิทยาศาสตร์","level-5|physics",5,20,20,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"จังหวัดที่ชื่อสั้นที่สุด?","แพร่|น่าน|เลย|ตาก","เลย","Loei","ภูมิศาสตร์","level-1|thai",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ใครแต่งขุนช้างขุนแผน (หลักๆ)?","สุนทรภู่|ร.2|กวีร่วมสมัย|ร.6","กวีร่วมสมัย","เป็นมุขปาฐะรวบรวมใหม่","วรรณคดี","level-4|thai",4,15,15,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"หน่วยเงินญี่ปุ่น?","วอน|หยวน|เยน|ริงกิต","เยน","Yen","ความรู้ทั่วไป","level-1|finance",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ใครพิสูจน์โลกกลม (เดินเรือ)?","โคลัมบัส|มาเจลลัน|กัปตันคุก|วาสโก","เฟอร์ดินานด์ มาเจลลัน","Magellan","ประวัติศาสตร์","level-4|world",4,15,15,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ประเทศที่มีเขตเวลามากสุด?","รัสเซีย|จีน|สหรัฐฯ|ฝรั่งเศส","ฝรั่งเศส","ดินแดนโพ้นทะเล 12 เขต","ภูมิศาสตร์","level-5|world",5,20,20,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"วิตามินเอช่วยบำรุง?","สายตา|ผิวหนัง|กระดูก|เลือด","สายตา","พบในแครอท","สุขภาพ","level-1|health",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"พื้นที่กว้างสุดในอาเซียน?","ไทย|อินโดนีเซีย|เวียดนาม|พม่า","อินโดนีเซีย","Indonesia","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"สตรีคนแรกได้โนเบล?","มารี คูรี|แม่ชีเทเรซา|มาลาลา|อินทิรา","มารี คูรี","Marie Curie","วิทยาศาสตร์","level-5|world",5,20,20,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"วันสงกรานต์เดือนอะไร?","มกราคม|เมษายน|ตุลาคม|ธันวาคม","เมษายน","April","ความรู้ทั่วไป","level-1|culture",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"พยัญชนะไทยตัวแรก?","ข|ก|ค|ฮ","ก","ก.ไก่","ภาษาไทย","level-1|thai",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ใครสร้าง Facebook?","เกตส์|จอบส์|ซักเคอร์เบิร์ก|เบโซส","มาร์ก ซักเคอร์เบิร์ก","Mark Zuckerberg","เทคโนโลยี","level-1|business",1,1,1,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ธาตุสัญลักษณ์ 'Ag' คือ?","ทอง|เงิน|เหล็ก|สังกะสี","เงิน","Argentum","วิทยาศาสตร์","level-2|chemistry",2,5,5,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"ใครงมงายในอ่างทอง (ขุนช้างขุนแผน)?","ขุนช้าง|ขุนแผน|เถรขวาด|พลายแก้ว","เถรขวาด","ตัวละครฝ่ายร้าย","วรรณคดี","level-5|thai",5,20,20,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
"รหัสพันธุกรรมเรียกว่า?","DNA|RNA|ATP|TPA","DNA","Deoxyribonucleic acid","วิทยาศาสตร์","level-2|biology",2,5,5,2026-04-09T23:50:00.000Z,2026-04-09T23:50:00.000Z
