text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"อุปกรณ์ใดที่ใช้เลื่อนตัวชี้บนหน้าจอคอมพิวเตอร์?","คีย์บอร์ด|เมาส์|ลำโพง|เครื่องพิมพ์","เมาส์","รูปทรงคล้ายหนูตัวเล็กๆ","เทคโนโลยี","level-1|tech",1,1,1,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"สัตว์ชนิดใดมีกระเป๋าหน้าท้องและกระโดดได้ไกล?","ลิง|สุนัข|จิงโจ้|ม้า","จิงโจ้","สัตว์สัญลักษณ์ของออสเตรเลีย","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"เราใช้สิ่งใดในการส่องดูเงาตัวเอง?","หน้าต่าง|กระจก|ประตู|ผนัง","กระจก","สะท้อนภาพวัตถุที่อยู่ข้างหน้า","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"อาหารอิตาลีที่มีลักษณะเป็นแผ่นแป้งกลมโรยหน้าด้วยชีสคืออะไร?","พาสต้า|พิซซ่า|สเต็ก|สลัด","พิซซ่า","มักอบในเตาถ่าน","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"สีใดที่ใช้เตือนให้เตรียมหยุดรถ (ไฟเหลือง)?","เขียว|ส้ม/เหลือง|แดง|น้ำเงิน","ส้ม/เหลือง","สัญญาณไฟจราจรช่องกลาง","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"พืชชนิดใดเติบโตในทะเลทรายและมีหนาม?","กุหลาบ|มะลิ|กระบองเพชร|ทานตะวัน","กระบองเพชร","แคคตัส (Cactus)","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"เราควรใช้สิ่งใดเช็ดตัวหลังอาบน้ำ?","ผ้าห่ม|ผ้าเช็ดตัว|ผ้าม่าน|ผ้าปูโต๊ะ","ผ้าเช็ดตัว","ใช้ซับน้ำตามร่างกาย","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"เลข ๑ ในภาษาไทยเขียนแทนเลขอะไรในอารบิก?","1|2|3|4","1","เลขไทยตัวแรก","ภาษาไทย","level-1|thai",1,1,1,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"สัตว์ชนิดใดมีจมูกยาวที่เรียกว่างวง?","เสือ|ลิง|ช้าง|กวาง","ช้าง","สัตว์ที่มีขนาดใหญ่ที่สุดบนบก","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"50 + 50 = ?","80|90|100|110","100","ห้าสิบบวกห้าสิบ","คณิตคิดไว","level-1|math",1,1,1,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ในคอมพิวเตอร์ URL ย่อมาจากคำว่าอะไร?","Universal Remote Link|Uniform Resource Locator|United Resource List|User Route Line","Uniform Resource Locator","ที่อยู่ของไฟล์หรือเว็บไซต์บนอินเทอร์เน็ต","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ใน JavaScript คำสั่ง 'Array.push()' ทำหน้าที่อะไร?","ลบข้อมูลตัวสุดท้าย|เพิ่มข้อมูลต่อท้าย Array|เรียงลำดับข้อมูล|หาค่าเฉลี่ย","เพิ่มข้อมูลต่อท้าย Array","เป็นการเพิ่ม Element ใหม่เข้าไป","เทคโนโลยี","level-2|dev",2,5,5,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ดาวเคราะห์ดวงใดที่มองเห็นเป็นสีฟ้าและมีขนาดใกล้เคียงกับโลก?","ดาวอังคาร|ดาวศุกร์|ดาวพุธ|ดาวเนปจูน","ดาวศุกร์","ฝาแฝดของโลก (แต่มีก๊าซพิษหนาแน่น)","วิทยาศาสตร์","level-2|astronomy",2,5,5,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ใครคือผู้ค้นพบทวีปอเมริกา (กระแสหลัก)?","มาร์โค โปโล|คริสโตเฟอร์ โคลัมบัส|เจมส์ คุ้ก|วาสโก ดา กามา","คริสโตเฟอร์ โคลัมบัส","เดินทางด้วยเรือ 3 ลำในปี 1492","ประวัติศาสตร์","level-2|world",2,5,5,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"จังหวัดใดขึ้นชื่อเรื่องพระพุทธชินราช?","เชียงใหม่|พิษณุโลก|นครสวรรค์|สุโขทัย","พิษณุโลก","วัดพระศรีรัตนมหาธาตุวรมหาวิหาร","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ปุ่มลัด 'Ctrl + V' ใน Windows ใช้ทำอะไร?","คัดลอก|ตัด|วาง|ลบ","วาง","Paste","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"แมลงสาบมีกี่ขา?","4 ขา|6 ขา|8 ขา|10 ขา","6 ขา","จัดเป็นสัตว์ในกลุ่มแมลง","วิทยาศาสตร์","level-2|animal",2,5,5,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"สีใดคือสีที่เกิดจากการผสมสีน้ำเงินและสีเหลือง?","ส้ม|ม่วง|เขียว|น้ำตาล","เขียว","แม่สีน้ำเงิน + แม่สีเหลือง","ความรู้ทั่วไป","level-2|art",2,5,5,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"มหาสมุทรที่ใหญ่ที่สุดในโลกคือ?","แอตแลนติก|อินเดีย|แปซิฟิก|อาร์กติก","แปซิฟิก","Pacific Ocean","ภูมิศาสตร์","level-2|world",2,5,5,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"15 x 3 = ?","40|45|50|55","45","สิบห้าคูณสาม","คณิตคิดไว","level-2|math",2,5,5,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"Data Structure แบบใดที่ทำงานด้วยหลักการ LIFO (Last-In, First-Out)?","Queue|Stack|Linked List|Tree","Stack","เหมือนการวางจานซ้อนกัน ตัวบนสุดจะถูกหยิบออกก่อน","เทคโนโลยี","level-3|dev",3,10,10,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ใน Node.js โมดูล 'path' ใช้สำหรับทำอะไร?","เชื่อมต่อเน็ต|จัดการเส้นทางไฟล์และโฟลเดอร์|จัดการ Database|วาดรูป","จัดการเส้นทางไฟล์และโฟลเดอร์","ใช้จัดการกับ File Path","เทคโนโลยี","level-3|dev",3,10,10,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"วันลอยกระทง ตรงกับวันขึ้นกี่ค่ำ เดือนอะไร?","ขึ้น 15 ค่ำ เดือน 11|ขึ้น 15 ค่ำ เดือน 12|แรม 1 ค่ำ เดือน 12|ขึ้น 1 ค่ำ เดือน 1","ขึ้น 15 ค่ำ เดือน 12","คืนพระจันทร์เต็มดวงช่วงน้ำนอง","ประวัติศาสตร์","level-3|thai",3,10,10,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ธาตุชนิดใดมีสัญลักษณ์ทางเคมีว่า 'Cl'?","คาร์บอน|คลอรีน|แคลเซียม|ทองแดง","คลอรีน","Chlorine ใช้ฆ่าเชื้อโรคในน้ำ","วิทยาศาสตร์","level-3|chemistry",3,10,10,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ยอดเขาที่สูงที่สุดในทวีปแอฟริกาคือ?","เอเวอเรสต์|คิลิมันจาโร|ฟูจิ|แอลป์","คิลิมันจาโร","Mount Kilimanjaro ในแทนซาเนีย","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"อวัยวะใดทำหน้าที่แลกเปลี่ยนก๊าซคาร์บอนไดออกไซด์กับออกซิเจน?","หัวใจ|ตับ|ไต|ปอด","ปอด","หายใจเข้าและออกผ่านอวัยวะนี้","วิทยาศาสตร์","level-3|health",3,10,10,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ใครคือผู้เขียนภาพจิตรกรรมฝาผนัง 'The Last Supper'?","แวน โก๊ะ|ปิกัสโซ|เลโอนาร์โด ดา วินชี|โมเนต์","เลโอนาร์โด ดา วินชี","ศิลปินเอกยุคเรอเนซองส์","ศิลปะ","level-3|world",3,10,10,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ประเทศใดที่มีพื้นที่ชายฝั่งยาวที่สุดในโลก?","อินโดนีเซีย|รัสเซีย|แคนาดา|ออสเตรเลีย","แคนาดา","เนื่องจากมีหมู่เกาะและแนวชายฝั่งซับซ้อน","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"วิตามินชนิดใดป้องกันโรคเหน็บชา?","วิตามินเอ|วิตามินบี 1|วิตามินซี|วิตามินดี","วิตามินบี 1","ไทอะมีน (Thiamine)","วิทยาศาสตร์","level-3|health",3,10,10,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"มุมภายในของรูปสี่เหลี่ยมรวมกันได้กี่องศา?","180|270|360|450","360","เท่ากับมุมรอบจุดศูนย์กลาง","คณิตศาสตร์","level-3|math",3,10,10,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ใน Node.js 'package-lock.json' มีไว้เพื่ออะไร?","เก็บรหัสผ่านโปรเจกต์|ล็อกเวอร์ชันที่แน่นอนของ dependencies|ใช้รันเทสต์|เก็บการตั้งค่า Database","ล็อกเวอร์ชันที่แน่นอนของ dependencies","เพื่อให้มั่นใจว่าทุกคนในทีมใช้เวอร์ชันเดียวกัน","เทคโนโลยี","level-4|dev",4,15,15,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"หลักการ 'Liskov Substitution' ใน SOLID หมายถึงอะไร?","แยก Interface ให้เล็ก|คลาสลูกต้องสามารถแทนที่คลาสแม่ได้โดยไม่ผิดปกติ|ซ่อนข้อมูล|ห้ามแก้ไขโค้ดเดิม","คลาสลูกต้องสามารถแทนที่คลาสแม่ได้โดยไม่ผิดปกติ","Subtypes must be substitutable for their base types","เทคโนโลยี","level-4|dev",4,15,15,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"เมืองหลวงของประเทศเวียดนามคือเมืองใด?","โฮจิมินห์|ฮานอย|ดานัง|เว้","ฮานอย","ตั้งอยู่ทางตอนเหนือของเวียดนาม","ภูมิศาสตร์","level-4|world",4,15,15,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ก๊าซชนิดใดเป็นองค์ประกอบหลักของ 'ก๊าซหุงต้ม' (LPG)?","มีเทน|อีเทน|โพรเพนและบิวเทน|ไฮโดรเจน","โพรเพนและบิวเทน","Propane & Butane ผสมกัน","วิทยาศาสตร์","level-4|chemistry",4,15,15,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"จังหวัดใดเป็นที่ตั้งของอุทยานประวัติศาสตร์พนมรุ้ง?","นครราชสีมา|บุรีรัมย์|สุรินทร์|ศรีสะเกษ","บุรีรัมย์","ปราสาทหินบนปล่องภูเขาไฟ","ภูมิศาสตร์","level-4|thai",4,15,15,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ในระบบเครือข่าย 'DHCP' ทำหน้าที่อะไร?","แปลงชื่อเว็บ|จ่าย IP Address ให้เครื่องลูกอัตโนมัติ|ตรวจสอบไวรัส|ส่งอีเมล","จ่าย IP Address ให้เครื่องลูกอัตโนมัติ","Dynamic Host Configuration Protocol","เทคโนโลยี","level-4|tech",4,15,15,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ใครคือผู้ค้นพบทฤษฎีแรงลอยตัวขณะอาบน้ำและตะโกนว่า 'ยูเรก้า!'?","นิวตัน|อาร์คิมิดีส|กาลิเลโอ|ไอน์สไตน์","อาร์คิมิดีส","Archimedes Principle","วิทยาศาสตร์","level-4|physics",4,15,15,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"กวีเอกในสมัยรัชกาลที่ 2 ที่ได้รับยกย่องจาก UNESCO คือใคร?","เจ้าพระยาพระคลัง (หน)|สุนทรภู่|พระยาศรีสุนทรโวหาร|นรินทร์ธิเบศร์","สุนทรภู่","ผู้แต่งพระอภัยมณี","ประวัติศาสตร์","level-4|thai",4,15,15,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"รูปแบบสถาปัตยกรรมซอฟต์แวร์แบบ Serverless หมายถึงอะไร?","ไม่มี Server จริงๆ|ผู้พัฒนาไม่ต้องดูแลจัดการ Server เอง|ใช้ Server ส่วนตัวที่บ้าน|ห้ามต่อเน็ต","ผู้พัฒนาไม่ต้องดูแลจัดการ Server เอง","เช่น AWS Lambda หรือ Google Cloud Functions","เทคโนโลยี","level-4|dev",4,15,15,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"ใครคือผู้แต่งมหากาพย์ 'อิเหนา'?","รัชกาลที่ 1|รัชกาลที่ 2|รัชกาลที่ 6|สุนทรภู่","รัชกาลที่ 2","พระบาทสมเด็จพระพุทธเลิศหล้านภาลัย","วรรณคดี","level-4|thai",4,15,15,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
"Time Complexity ของ 'Binary Search' คือเท่าใด?","O(1)|O(n)|O(log n)|O(n log n)","O(log n)","ต้องใช้กับข้อมูลที่เรียงลำดับแล้วเท่านั้น","เทคโนโลยี","level-5|dev",5,20,20,2026-04-06T01:46:00.000Z,2026-04-06T01:46:00.000Z
