text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"สัตว์ชนิดใดเห่าได้?","แมว|สุนัข|นก|ปลา","สุนัข","เพื่อนที่ดีที่สุดของมนุษย์","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"เราใช้สิ่งใดในการตัดกระดาษ?","ไม้บรรทัด|ยางลบ|กรรไกร|กาว","กรรไกร","มีใบมีดสองด้านประกบกัน","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"กลางคืนเราจะมองเห็นสิ่งใดสว่างที่สุดบนฟ้า?","พระอาทิตย์|ดวงจันทร์|ก้อนเมฆ|เครื่องบิน","ดวงจันทร์","สะท้อนแสงจากดวงอาทิตย์","ความรู้ทั่วไป","level-1|astronomy",1,1,1,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"ผลไม้อะไรมีเนื้อสีแดงและมีเม็ดสีดำเล็กๆ?","สับปะรด|แตงโม|มะม่วง|ส้ม","แตงโม","ข้างนอกสีเขียว ข้างในสีแดง","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"ยานพาหนะใดแล่นบนราง?","รถยนต์|เรือ|รถไฟ|เครื่องบิน","รถไฟ","ใช้พลังงานไฟฟ้าหรือดีเซล","ความรู้ทั่วไป","level-1|transport",1,1,1,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"ถ้าเราหิวน้ำเราควรดื่มอะไร?","ข้าว|น้ำเปล่า|ขนม|ไอศกรีม","น้ำเปล่า","ช่วยแก้กระหายได้ดีที่สุด","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"วันเด็กแห่งชาติ ตรงกับวันเสาร์ที่เท่าไหร่ของเดือนมกราคม?","เสาร์ที่ 1|เสาร์ที่ 2|เสาร์ที่ 3|เสาร์ที่ 4","เสาร์ที่ 2","วันพักผ่อนของเด็กๆ","วัฒนธรรม","level-1|thai",1,1,1,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"ใครมีหน้าที่รักษาคนไข้?","หมอ|ภารโรง|พ่อค้า|ชาวนา","หมอ","ทำงานในโรงพยาบาล","อาชีพ","level-1|job",1,1,1,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"ใบไม้ส่วนใหญ่มีสีอะไร?","ฟ้า|เหลือง|เขียว|ม่วง","เขียว","เพราะมีสารคลอโรฟิลล์","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"10 - 7 = ?","2|3|4|5","3","มีสิบหักออกเจ็ด","คณิตคิดไว","level-1|math",1,1,1,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"เมืองหลวงของประเทศฝรั่งเศสคือเมืองใด?","โรม|ลอนดอน|ปารีส|มาดริด","ปารีส","เมืองที่มีหอไอเฟล","ภูมิศาสตร์","level-2|world",2,5,5,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"ก๊าซใดที่มนุษย์ใช้ในการหายใจเข้า?","ไนโตรเจน|คาร์บอนไดออกไซด์|ออกซิเจน|ไฮโดรเจน","ออกซิเจน","ผลิตโดยพืชในตอนกลางวัน","วิทยาศาสตร์","level-2|health",2,5,5,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"อักษรไทยตัวสุดท้ายคืออะไร?","ก|ข|ห|ฮ","ฮ","ฮ.นกฮูก ตาโต","ภาษาไทย","level-2|thai",2,5,5,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"ดาวเคราะห์ดวงใดมีวงแหวนล้อมรอบชัดเจนที่สุด?","ดาวอังคาร|ดาวเสาร์|ดาวพฤหัสบดี|โลก","ดาวเสาร์","วงแหวนทำจากน้ำแข็งและหิน","วิทยาศาสตร์","level-2|astronomy",2,5,5,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"หน่วยวัดความยาวมาตรฐานในประเทศไทยคือ?","นิ้ว|เซนติเมตร|เมตร|ฟุต","เมตร","ใช้ในการวัดระยะทางหรือความสูง","ความรู้ทั่วไป","level-2|general",2,5,5,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"แม่น้ำเจ้าพระยาเกิดจากการรวมตัวของแม่น้ำกี่สายในตอนต้น?","2 สาย|3 สาย|4 สาย|5 สาย","4 สาย","ปิง วัง ยม น่าน","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"ใครเป็นผู้คิดค้นเครื่องยนต์ไอน้ำ (Steam Engine) ที่ใช้งานได้จริง?","ไอแซก นิวตัน|เจมส์ วัตต์|อัลเบิร์ต ไอน์สไตน์|โทมัส เอดิสัน","เจมส์ วัตต์","นำไปสู่การปฏิวัติอุตสาหกรรม","ประวัติศาสตร์","level-2|tech",2,5,5,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
"หมีขั้วโลกอาศัยอยู่ในบริเวณใดของโลก?","ขั้วโลกเหนือ|ขั้วโลกใต้|เส้นศูนย์สูตร|ทวีปออสเตรเลีย","ขั้วโลกเหนือ","อาร์กติก","ความรู้ทั่วไป","level-2|animal",2,5,5,2026-04-05T16:26:46.562Z,2026-04-05T16:26:46.562Z
