text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"อุปกรณ์ใดใช้สำรองพลังงานไฟฟ้าให้คอมพิวเตอร์เมื่อไฟดับ?","CPU|UPS|RAM|USB","UPS","สำรองไฟชั่วคราว","เทคโนโลยี","level-1|tech",1,1,1,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"สัตว์ชนิดใดมีแปดขาและชอบสร้างใย?","มด|แมงมุม|ผึ้ง|ผีเสื้อ","แมงมุม","สัตว์ในกลุ่ม Arachnid","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"เราใช้สิ่งใดในการตัดกระดาษเป็นเส้นตรง?","กรรไกร|ไม้บรรทัด|ยางลบ|คัตเตอร์","กรรไกร","เครื่องมือมีคมพื้นฐาน","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"อาหารประจำชาติของเวียดนามที่เป็นก๋วยเตี๋ยวน้ำใสคือ?","ต้มยำ|เฝอ|ราเมง|ส้มตำ","เฝอ","Pho","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"สีใดในไฟจราจรหมายถึง 'ให้เตรียมหยุด'?","แดง|เขียว|เหลือง|ฟ้า","เหลือง","สว่างก่อนไฟแดง","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"พืชใช้ส่วนใดในการดูดน้ำและแร่ธาตุ?","ใบ|ดอก|ราก|ลำต้น","ราก","อยู่ใต้ดิน","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"เราควรล้างมือด้วยสบู่นานกี่วินาทีเพื่อกำจัดไวรัส?","5 วินาที|20 วินาที|60 วินาที|2 นาที","20 วินาที","เท่ากับการร้องเพลงช้าง 2 รอบ","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"พยัญชนะไทยตัวแรกคืออะไร?","ก|ข|ค|ง","ก","ก.ไก่","ภาษาไทย","level-1|thai",1,1,1,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"สัตว์ชนิดใดคอยาวและตัวสูงที่สุดในโลก?","ม้า|ยีราฟ|ช้าง|กวาง","ยีราฟ","กินใบไม้บนยอดไม้","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"10 + 15 = ?","20|25|30|35","25","บวเลขพื้นฐาน","คณิตคิดไว","level-1|math",1,1,1,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"ในคอมพิวเตอร์ URL ย่อมาจาก Uniform Resource ... ?","List|Locator|Link|Label","Locator","ที่อยู่ของเว็บไซต์","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"ใน JavaScript คำสั่ง 'Array.push()' ทำหน้าที่อะไร?","ลบข้อมูล|เพิ่มข้อมูลต่อท้าย|หาค่าเฉลี่ย|วนลูป","เพิ่มข้อมูลต่อท้าย","Append element","เทคโนโลยี","level-2|dev",2,5,5,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"ดาวเคราะห์ดวงใดมีดวงจันทร์ชื่อ 'ไททัน'?","ดาวพฤหัสบดี|ดาวเสาร์|ดาวอังคาร|เนปจูน","ดาวเสาร์","Titan เป็นบริวารขนาดใหญ่","วิทยาศาสตร์","level-2|astronomy",2,5,5,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"ใครคือผู้ประดิษฐ์โทรศัพท์คนแรก?","เอดิสัน|เกรแฮม เบลล์|นิวตัน|เทสลา","เกรแฮม เบลล์","Alexander Graham Bell","ประวัติศาสตร์","level-2|world",2,5,5,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"จังหวัดใดมีพระปฐมเจดีย์ที่ใหญ่ที่สุดในไทย?","นครปฐม|สุพรรณบุรี|ราชบุรี|นนทบุรี","นครปฐม","เจดีย์ทรงระฆังคว่ำสีเหลืองทอง","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
"ปุ่มลัด 'Ctrl + V' คือคำสั่งอะไร?","Copy|Cut|Paste|Undo","Paste","ใช้คู่กับ Copy","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T03:00:00.000Z,2026-04-06T03:00:00.000Z
