text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"สัตว์ชนิดใดคอยาวที่สุด?","ยีราฟ|ม้าลาย|ช้าง|กวาง","ยีราฟ","กินใบไม้บนยอดไม้","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"เราใช้อะไรดูเวลา?","นาฬิกา|ปฏิทิน|แว่นตา|เข็มทิศ","นาฬิกา","มีเข็มสั้นและเข็มยาว","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"ท้องฟ้าเวลาฝนจะตกมักมีสีอะไร?","ชมพู|ฟ้าใส|เทา/ดำ|เขียว","เทา/ดำ","เมฆฝน","ความรู้ทั่วไป","level-1|nature",1,1,1,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"ส้มตำ เป็นอาหารที่ขึ้นชื่อของภาคใด?","ภาคเหนือ|ภาคใต้|ภาคอีสาน|ภาคกลาง","ภาคอีสาน","มักทานกับข้าวเหนียว","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"เราควรใช้สิ่งใดตัดกระดาษ?","มีด|กรรไกร|ขวาน|เลื่อย","กรรไกร","มีใบมีดคู่","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"ปลามีอวัยวะใดช่วยในการว่ายน้ำ?","ขา|ปีก|ครีบ|จมูก","ครีบ","ช่วยพยุงตัวและเคลื่อนที่","วิทยาศาสตร์","level-1|animal",1,1,1,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"รุ้งกินน้ำมีทั้งหมดกี่สี?","5 สี|6 สี|7 สี|8 สี","7 สี","ม่วง คราม น้ำเงิน...","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"วันลอยกระทงตรงกับวันขึ้นกี่ค่ำ?","10 ค่ำ|13 ค่ำ|15 ค่ำ|1 ค่ำ","15 ค่ำ","คืนพระจันทร์เต็มดวง","ความรู้ทั่วไป","level-1|culture",1,1,1,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"พาหนะใดแล่นบนราง?","รถเมล์|เรือ|รถไฟ|เครื่องบิน","รถไฟ","Train","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"1 สัปดาห์ มีกี่วัน?","5|6|7|8","7","จันทร์-อาทิตย์","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"ดาวเคราะห์ดวงใดมีขนาดใหญ่ที่สุดในระบบสุริยะ?","ดาวเสาร์|ดาวพฤหัสบดี|โลก|ดาวศุกร์","ดาวพฤหัสบดี","Jupiter","วิทยาศาสตร์","level-2|astronomy",2,5,5,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"กำแพงเมืองจีนตั้งอยู่ในประเทศใด?","ญี่ปุ่น|เกาหลี|จีน|อินเดีย","จีน","China","ความรู้ทั่วไป","level-2|world",2,5,5,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"สัตว์ชนิดใดไม่มีกระดูกสันหลัง?","แมว|นก|ปลาหมึก|จระเข้","ปลาหมึก","Squid","วิทยาศาสตร์","level-2|animal",2,5,5,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"วันสงกรานต์ตรงกับเดือนใด?","มกราคม|เมษายน|ตุลาคม|ธันวาคม","เมษายน","ประเพณีปีใหม่ไทย","ความรู้ทั่วไป","level-2|culture",2,5,5,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"แม่น้ำที่ยาวที่สุดในประเทศไทยคือ?","เจ้าพระยา|ปิง|ชี|มูล","ชี","ประมาณ 765 กิโลเมตร","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"ประเทศใดมีเกาะมากที่สุดในอาเซียน?","ฟิลิปปินส์|อินโดนีเซีย|ไทย|มาเลเซีย","อินโดนีเซีย","Indonesia","ภูมิศาสตร์","level-2|world",2,5,5,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"สีแดง ผสม น้ำเงิน ได้สีอะไร?","ส้ม|ม่วง|เขียว|น้ำตาล","ม่วง","ผสมแม่สี","ความรู้ทั่วไป","level-2|art",2,5,5,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"ก๊าซใดที่พืชใช้คายออกมาในตอนกลางวัน?","ออกซิเจน|ไนโตรเจน|คาร์บอนไดออกไซด์|ไฮโดรเจน","ออกซิเจน","Oxygen","วิทยาศาสตร์","level-2|nature",2,5,5,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"อักษรภาษาอังกฤษมีกี่ตัว?","24|26|28|30","26","A-Z","ความรู้ทั่วไป","level-2|general",2,5,5,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"1 ชั่วโมง มีกี่วินาที?","60|600|3,600|6,000","3,600","60 นาที x 60 วินาที","คณิตศาสตร์","level-2|math",2,5,5,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
"ใครเป็นผู้ประดิษฐ์อักษรไทย?","พ่อขุนศรีอินทราทิตย์|พ่อขุนรามคำแหง|ร.1|ร.5","พ่อขุนรามคำแหง","ศิลาจารึกหลักที่ 1","ประวัติศาสตร์","level-3|thai",3,10,10,2026-04-06T04:05:00.000Z,2026-04-06T04:05:00.000Z
