text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"อุปกรณ์ใดใช้สำหรับสำรองไฟฟ้าเมื่อไฟดับ?","UPS|CPU|RAM|USB","UPS","Uninterruptible Power Supply","เทคโนโลยี","level-1|tech",1,1,1,2026-04-06T02:50:00.000Z,2026-04-06T02:50:00.000Z
"สัตว์ชนิดใดพ่นน้ำหมึกเพื่อพรางตัวจากศัตรู?","ฉลาม|ปลาหมึก|โลมา|ม้าน้ำ","ปลาหมึก","สัตว์ทะเลที่ไม่มีกระดูกสันหลัง","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T02:50:00.000Z,2026-04-06T02:50:00.000Z
"เราใช้สิ่งใดในการตัดกระดาษ?","ไม้บรรทัด|กรรไกร|ยางลบ|กาว","กรรไกร","มีใบมีดสองด้าน","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T02:50:00.000Z,2026-04-06T02:50:00.000Z
"อาหารประจำชาติของเวียดนามที่เป็นเส้นน้ำใสคืออะไร?","ผัดไทย|เฝอ|ราเมง|พาสต้า","เฝอ","ก๋วยเตี๋ยวสไตล์เวียดนาม","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-06T02:50:00.000Z,2026-04-06T02:50:00.000Z
"สัญญาณไฟจราจรสีเหลืองหมายถึงอะไร?","ให้หยุด|ให้ไป|ให้เตรียมตัวหยุด|ให้ขับเร็ว","ให้เตรียมตัวหยุด","ไฟที่สว่างก่อนไฟแดง","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T02:50:00.000Z,2026-04-06T02:50:00.000Z
"ส่วนประกอบใดของพืชทำหน้าที่ดูดน้ำจากดิน?","ใบ|ดอก|ราก|ลำต้น","ราก","อยู่ใต้ดิน","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-06T02:50:00.000Z,2026-04-06T02:50:00.000Z
"เราควรใช้สิ่งใดสระผมเพื่อให้สะอาด?","สบู่|แชมพู|ยาสีฟัน|น้ำยาล้างจาน","แชมพู","น้ำยาสำหรับเส้นผม","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-06T02:50:00.000Z,2026-04-06T02:50:00.000Z
"พยัญชนะไทยตัวสุดท้ายคืออะไร?","ฮ|อ|ฬ|ห","ฮ","ฮ.นกฮูก ตาโต","ภาษาไทย","level-1|thai",1,1,1,2026-04-06T02:50:00.000Z,2026-04-06T02:50:00.000Z
"สัตว์ชนิดใดมีกระเป๋าหน้าท้องและกระโดดได้ไกล?","ลิง|จิงโจ้|ม้า|กวาง","จิงโจ้","สัตว์สัญลักษณ์ออสเตรเลีย","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T02:50:00.000Z,2026-04-06T02:50:00.000Z
"100 / 2 = ?","25|50|75|80","50","ครึ่งหนึ่งของร้อย","คณิตคิดไว","level-1|math",1,1,1,2026-04-06T02:50:00.000Z,2026-04-06T02:50:00.000Z
"ในคอมพิวเตอร์ GPU คือหน่วยประมวลผลอะไร?","General|Graphics|Global|Grid","Graphics","Graphics Processing Unit","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T02:50:00.000Z,2026-04-06T02:50:00.000Z
"ใน JavaScript เมธอด 'Array.shift()' ทำหน้าที่อะไร?","ลบตัวแรก|ลบตัวสุดท้าย|เพิ่มตัวแรก|สลับที่","ลบตัวแรก","Remove first element","เทคโนโลยี","level-2|dev",2,5,5,2026-04-06T02:50:00.000Z,2026-04-06T02:50:00.000Z
"ดาวเคราะห์ดวงใดคือ 'ยักษ์ใหญ่' ที่สุดในระบบสุริยะ?","ดาวเสาร์|ดาวพฤหัสบดี|ดาวยูเรนัส|เนปจูน","ดาวพฤหัสบดี","Jupiter","วิทยาศาสตร์","level-2|astronomy",2,5,5,2026-04-06T02:50:00.000Z,2026-04-06T02:50:00.000Z
"ใครค้นพบทวีปอเมริกา (กระแสหลัก)?","โคลัมบัส|มาเจลลัน|กัปตันคุ้ก|มาร์โค โปโล","โคลัมบัส","เดินทางในปี 1492","ประวัติศาสตร์","level-2|world",2,5,5,2026-04-06T02:50:00.000Z,2026-04-06T02:50:00.000Z
