text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"อุปกรณ์ใดใช้สำหรับสำรองไฟล์งานภายนอกคอมพิวเตอร์?","แรม|ฮาร์ดดิสก์พกพา (External HDD)|เมาส์|ลำโพง","ฮาร์ดดิสก์พกพา (External HDD)","เสียบผ่านช่อง USB","เทคโนโลยี","level-1|tech",1,1,1,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"สัตว์ชนิดใดมีจมูกยาวที่เรียกว่างวง?","ยีราฟ|ช้าง|แรด|เสือ","ช้าง","สัตว์บกที่มีขนาดใหญ่ที่สุด","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"เรารูปทรงใดที่มีด้านเท่ากัน 3 ด้าน?","สี่เหลี่ยม|วงกลม|สามเหลี่ยมด้านเท่า|ห้าเหลี่ยม","สามเหลี่ยมด้านเท่า","มุมทุกมุมกาง 60 องศา","คณิตศาสตร์","level-1|math",1,1,1,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"อาหารประจำชาติของอเมริกาที่เป็นขนมปังประกบเนื้อ?","พิซซ่า|แฮมเบอร์เกอร์|ซูชิ|เฝอ","แฮมเบอร์เกอร์","มักขายในร้านฟาสต์ฟู้ด","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"สีไฟจราจรใดบอกให้ 'ชะลอ' เพื่อเตรียมหยุด?","แดง|เขียว|เหลือง|ฟ้า","เหลือง","สว่างก่อนไฟแดง","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"พืชส่วนใดทำหน้าที่สืบพันธุ์และมีสีสวยงาม?","ราก|ใบ|ดอก|ลำต้น","ดอก","ใช้ล่อแมลง","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"เราควรล้างมืออย่างน้อยกี่วินาทีเพื่อความสะอาด?","5 วินาที|10 วินาที|20 วินาที|60 วินาที","20 วินาที","ร้องเพลงช้างจบสองรอบพอดี","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"เลข ๑ ในไทยเขียนแทนเลขอะไรในสากล?","1|2|3|4","1","เลขตัวแรก","ภาษาไทย","level-1|thai",1,1,1,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"สัตว์ชนิดใดพ่นน้ำออกจากหัวและอาศัยในทะเล?","ฉลาม|วาฬ|โลมา|หมึก","วาฬ","สัตว์เลี้ยงลูกด้วยนมที่ใหญ่ที่สุด","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"10 + 25 = ?","30|35|40|45","35","บวกเลขพื้นฐาน","คณิตคิดไว","level-1|math",1,1,1,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"ในคอมพิวเตอร์ GPU ย่อมาจาก Graphics ... Unit?","Power|Processing|Programming|Primary","Processing","ใช้ประมวลผลภาพ","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"ใน JavaScript เมธอด 'Array.shift()' ทำหน้าที่อะไร?","ลบตัวแรกออก|ลบตัวสุดท้ายออก|เพิ่มตัวแรก|เพิ่มตัวสุดท้าย","ลบตัวแรกออก","Remove the first element","เทคโนโลยี","level-2|dev",2,5,5,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"ดาวเคราะห์ดวงใดคือ 'ฝาแฝด' ของโลก?","ดาวศุกร์|ดาวอังคาร|ดาวพฤหัสบดี|เนปจูน","ดาวศุกร์","มีขนาดและมวลใกล้เคียงกัน","วิทยาศาสตร์","level-2|astronomy",2,5,5,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"ใครคือผู้ประดิษฐ์เครื่องบินคนแรก?","เอดิสัน|พี่น้องไรต์|เทสลา|นิวตัน","พี่น้องไรต์","Wright Brothers","ประวัติศาสตร์","level-2|world",2,5,5,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"จังหวัดใดขึ้นชื่อเรื่อง 'โมจิ' และปากน้ำโพ?","ขอนแก่น|นครสวรรค์|พิษณุโลก|พิจิตร","นครสวรรค์","เมืองต้นแม่น้ำเจ้าพระยา","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"ปุ่มลัด 'Ctrl + S' ใช้ทำอะไร?","Save|Undo|Cut|Paste","Save","บันทึกไฟล์งาน","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"สัตว์เลี้ยงลูกด้วยนมชนิดใดบินได้?","นกพิราบ|ค้างคาว|ผีเสื้อ|ไก่","ค้างคาว","อาศัยในถ้ำ","วิทยาศาสตร์","level-2|animal",2,5,5,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"สีแดง ผสม น้ำเงิน ได้สีอะไร?","ส้ม|ม่วง|เขียว|เทา","ม่วง","ผสมแม่สีพื้นฐาน","ความรู้ทั่วไป","level-2|art",2,5,5,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"มหาสมุทรที่กว้างที่สุดคือ?","แอตแลนติก|อินเดีย|แปซิฟิก|อาร์กติก","แปซิฟิก","Pacific Ocean","ภูมิศาสตร์","level-2|world",2,5,5,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"50 x 4 = ?","100|150|200|250","200","การคูณพื้นฐาน","คณิตคิดไว","level-2|math",2,5,5,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"ในฐานข้อมูล NoSQL 'MongoDB' เก็บข้อมูลในรูปแบบใด?","Table|BSON/JSON|Graph|Key-Value","BSON/JSON","Document-oriented database","เทคโนโลยี","level-3|dev",3,10,10,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"Node.js โมดูลใดใช้จัดการเรื่อง 'Path' ของไฟล์?","fs|http|path|url","path","Handling file paths","เทคโนโลยี","level-3|dev",3,10,10,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"ใครคือพระมหากษัตริย์ที่ประกาศอิสรภาพที่เมืองแครง?","ตากสิน|สมเด็จพระนเรศวร|ร.1|ร.5","สมเด็จพระนเรศวร","มหาราชแห่งอยุธยา","ประวัติศาสตร์","level-3|thai",3,10,10,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"ธาตุใดมีสัญลักษณ์ 'Cu'?","เงิน|ทองแดง|เหล็ก|ปรอท","ทองแดง","Cuprum","วิทยาศาสตร์","level-3|chemistry",3,10,10,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"ยอดเขาที่สูงที่สุดในยุโรปคือ?","มองบลังค์|เอลบรุส|อูรัล|แอลป์","เอลบรุส","Mount Elbrus ในรัสเซีย","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
"อวัยวะใดทำหน้าที่แลกเปลี่ยนก๊าซ?","หัวใจ|ตับ|ไต|ปอด","ปอด","Lungs","วิทยาศาสตร์","level-3|health",3,10,10,2026-04-06T03:10:00.000Z,2026-04-06T03:10:00.000Z
