text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"อุปกรณ์คอมพิวเตอร์ที่แสดงผลเป็นภาพ?","เมาส์|คีย์บอร์ด|หน้าจอ|ลำโพง","หน้าจอ","Monitor","เทคโนโลยี","level-1|tech",1,1,1,2026-04-06T03:35:00.000Z,2026-04-06T03:35:00.000Z
"สัตว์ชนิดใดมีลายทางสีส้มดำ?","ยีราฟ|เสือ|ม้าลาย|แมว","เสือ","เจ้าป่าเขตร้อน","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T03:35:00.000Z,2026-04-06T03:35:00.000Z
"ใช้สิ่งใดดูดน้ำจากแก้ว?","ช้อน|ส้อม|หลอด|มีด","หลอด","พลาสติกทรงกระบอกกลวง","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T03:35:00.000Z,2026-04-06T03:35:00.000Z
"อาหารเกาหลีที่เป็นผักดองคืออะไร?","ซูชิ|เฝอ|กิมจิ|ต้มยำ","กิมจิ","Kimchi","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-06T03:35:00.000Z,2026-04-06T03:35:00.000Z
"ไฟจราจรสีเขียวหมายถึง?","เตรียมหยุด|หยุด|ให้ไปได้|ห้ามเลี้ยว","ให้ไปได้","สีแห่งความปลอดภัย","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T03:35:00.000Z,2026-04-06T03:35:00.000Z
"ส่วนประกอบพืชที่สร้างอาหาร?","ราก|ลำต้น|ใบ|ดอก","ใบ","มีกระบวนการสังเคราะห์แสง","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-06T03:35:00.000Z,2026-04-06T03:35:00.000Z
"ควรล้างมือด้วยสบู่นานกี่วินาที?","5|10|20|60","20","เท่าเพลงช้าง 2 รอบ","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-06T03:35:00.000Z,2026-04-06T03:35:00.000Z
"พยัญชนะไทยตัวสุดท้ายคือ?","ห|ฬ|อ|ฮ","ฮ","ฮ.นกฮูก","ภาษาไทย","level-1|thai",1,1,1,2026-04-06T03:35:00.000Z,2026-04-06T03:35:00.000Z
"สัตว์ชนิดใดมีกระเป๋าหน้าท้องและกระโดดได้ไกล?","จิงโจ้|ยีราฟ|สิงโต|ม้า","จิงโจ้","ออสเตรเลีย","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T03:35:00.000Z,2026-04-06T03:35:00.000Z
"100 / 2 = ?","25|50|75|80","50","บวเลขพื้นฐาน","คณิตคิดไว","level-1|math",1,1,1,2026-04-06T03:35:00.000Z,2026-04-06T03:35:00.000Z
"GPU ย่อมาจาก Graphics ... Unit?","Power|Processing|Programming|Primary","Processing","หน่วยประมวลผลกราฟิก","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T03:35:00.000Z,2026-04-06T03:35:00.000Z
"JavaScript เมธอด 'Array.pop()' คือ?","เพิ่ม|ลบตัวสุดท้าย|สลับ|หาผลรวม","ลบตัวสุดท้าย","Remove the last element","เทคโนโลยี","level-2|dev",2,5,5,2026-04-06T03:35:00.000Z,2026-04-06T03:35:00.000Z
