text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"อุปกรณ์ใดใช้สำหรับสำรองไฟฟ้าเมื่อไฟดับ?","CPU|UPS|RAM|USB","UPS","Uninterruptible Power Supply","เทคโนโลยี","level-1|tech",1,1,1,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"สัตว์ชนิดใดมีแปดขาและพ่นใยได้?","มด|ผึ้ง|แมงมุม|ผีเสื้อ","แมงมุม","สัตว์ในกลุ่ม Arachnid","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"เราใช้สิ่งใดในการส่องขยายวัตถุขนาดเล็ก?","แว่นขยาย|กระจกเงา|หน้าต่าง|ไม้บรรทัด","แว่นขยาย","ใช้เลนส์นูนช่วยรวมแสง","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"อาหารประจำชาติของเวียดนามที่เป็นเส้นน้ำใสคืออะไร?","ต้มยำ|เฝอ|ราเมง|พาสต้า","เฝอ","ก๋วยเตี๋ยวสไตล์เวียดนาม","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"สีไฟจราจรใดหมายถึงให้เตรียมตัวหยุด?","แดง|เขียว|เหลือง|ฟ้า","เหลือง","สว่างขึ้นก่อนไฟแดง","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"ส่วนประกอบใดของพืชทำหน้าที่ดูดน้ำจากดิน?","ราก|ลำต้น|ใบ|ดอก","ราก","อยู่ใต้ดิน","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"เราควรล้างมือนานกี่วินาทีเพื่อฆ่าเชื้อโรค?","5 วินาที|20 วินาที|60 วินาที|5 นาที","20 วินาที","ประมาณเพลง Happy Birthday 2 รอบ","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"เลข ๑ ในภาษาไทยคือเลขอะไร?","1|2|3|4","1","เลขตัวแรก","ภาษาไทย","level-1|thai",1,1,1,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"สัตว์ชนิดใดพ่นน้ำออกจากหัวและอาศัยในทะเล?","ฉลาม|วาฬ|โลมา|หมึก","วาฬ","เป็นสัตว์เลี้ยงลูกด้วยนมขนาดใหญ่","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"100 / 2 = ?","25|50|75|100","50","ครึ่งหนึ่งของร้อย","คณิตคิดไว","level-1|math",1,1,1,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"ในคอมพิวเตอร์ GPU คือหน่วยประมวลผลอะไร?","General|Graphics|Global|Grid","Graphics","Graphics Processing Unit","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"ใน JavaScript เมธอด 'Array.shift()' ทำหน้าที่อะไร?","ลบตัวแรก|ลบตัวสุดท้าย|เพิ่มตัวแรก|สลับที่","ลบตัวแรก","Remove the first element","เทคโนโลยี","level-2|dev",2,5,5,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"ดาวเคราะห์ดวงใดคือ 'ยักษ์ใหญ่' ที่สุดในระบบสุริยะ?","ดาวเสาร์|ดาวพฤหัสบดี|ดาวยูเรนัส|เนปจูน","ดาวพฤหัสบดี","Jupiter","วิทยาศาสตร์","level-2|astronomy",2,5,5,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"ใครค้นพบวัคซีนป้องกันโรคพิษสุนัขบ้า?","เอดิสัน|หลุยส์ ปาสเตอร์|นิวตัน|เฟลมมิ่ง","หลุยส์ ปาสเตอร์","Louis Pasteur","ประวัติศาสตร์","level-2|world",2,5,5,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"จังหวัดใดตั้งอยู่ทางทิศเหนือสุดของไทย?","เชียงใหม่|แม่ฮ่องสอน|เชียงราย|น่าน","เชียงราย","อำเภอแม่สาย","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"ปุ่มลัด 'Ctrl + X' คืออะไร?","Copy|Paste|Cut|Delete","Cut","การตัดข้อมูล","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"สัตว์ชนิดใดเป็นสัตว์เลือดเย็น?","แมว|นก|จระเข้|สุนัข","จระเข้","สัตว์เลื้อยคลาน","วิทยาศาสตร์","level-2|animal",2,5,5,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"สีแดง ผสม น้ำเงิน ได้สีอะไร?","ส้ม|ม่วง|เขียว|น้ำตาล","ม่วง","สีโทนเย็นเข้ม","ความรู้ทั่วไป","level-2|art",2,5,5,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"ประเทศที่มีพื้นที่ใหญ่ที่สุดในเอเชีย?","อินเดีย|รัสเซีย|จีน|ญี่ปุ่น","รัสเซีย","นับรวมส่วนที่อยู่ในทวีปเอเชีย","ภูมิศาสตร์","level-2|world",2,5,5,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"20 x 4 = ?","60|80|100|120","80","ยี่สิบคูณสี่","คณิตคิดไว","level-2|math",2,5,5,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"ในเรื่อง Big Data '3V' ตัวที่หนึ่งคือ Velocity หมายถึง?","ความเร็วในการประมวลผล|ปริมาณข้อมูล|ความหลากหลาย|ความถูกต้อง","ความเร็วในการประมวลผล","Speed of data generation","เทคโนโลยี","level-3|bigdata",3,10,10,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"ใน Node.js โมดูล 'path' ใช้ทำอะไร?","จัดการเน็ต|จัดการเส้นทางไฟล์|จัดการ DB|จัดการกราฟิก","จัดการเส้นทางไฟล์","Handling file paths","เทคโนโลยี","level-3|dev",3,10,10,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"ใครคือมหาราชผู้กอบกู้กรุงศรีอยุธยาครั้งที่ 1?","ร.1|สมเด็จพระนเรศวร|พระเจ้าตากสิน|พระนารายณ์","สมเด็จพระนเรศวร","ประกาศอิสรภาพที่เมืองแครง","ประวัติศาสตร์","level-3|thai",3,10,10,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"ธาตุใดมีสัญลักษณ์ 'Cl'?","คาร์บอน|คลอรีน|แคลเซียม|ทองแดง","คลอรีน","Chlorine","วิทยาศาสตร์","level-3|chemistry",3,10,10,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"เทือกเขาที่สูงที่สุดในยุโรป?","แอลป์|เอลบรุส|มองบลังค์|อูรัล","เอลบรุส","Mount Elbrus","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"อวัยวะใดทำหน้าที่แลกเปลี่ยนก๊าซ?","หัวใจ|ไต|ตับ|ปอด","ปอด","Lungs","วิทยาศาสตร์","level-3|health",3,10,10,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"ใครคือผู้วาด 'The Last Supper'?","แวน โก๊ะ|ปิกัสโซ|ดา วินชี|ไมเคิลแองเจโล","ดา วินชี","Leonardo da Vinci","ศิลปะ","level-3|world",3,10,10,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
"เมืองหลวงของออสเตรเลียคือ?","ซิดนีย์|เมลเบิร์น|แคนเบอร์รา|เพิร์ท","แคนเบอร์รา","Canberra","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-06T02:35:00.000Z,2026-04-06T02:35:00.000Z
