text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"อุปกรณ์ใดใช้สำหรับชาร์จพลังงานให้กับสมาร์ทโฟน?","หูฟัง|สายชาร์จ (Charger)|ลำโพง|เมาส์","สายชาร์จ (Charger)","ใช้เชื่อมต่อกับปลั๊กไฟ","เทคโนโลยี","level-1|tech",1,1,1,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"สัตว์ชนิดใดพ่นน้ำหมึกสีดำเพื่อพรางตัวจากศัตรู?","ปลาฉลาม|หมึก|ปลาทอง|ม้าน้ำ","หมึก","สัตว์ทะเลที่ไม่มีกระดูกสันหลัง","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"เราใช้สิ่งใดในการดูดน้ำหรือเครื่องดื่มจากแก้ว?","ตะเกียบ|ช้อน|หลอด|มีด","หลอด","พลาสติกหรือกระดาษที่เป็นทรงกระบอกกลวง","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"อาหารอิตาลีที่มีลักษณะเป็นแผ่นแป้งซ้อนกันเป็นชั้นๆ คืออะไร?","พิซซ่า|พาสต้า|ลาซานญ่า|สปาเกตตี","ลาซานญ่า","Lasagna","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"สีใดที่ใช้บอกว่า 'ระวังรถเสีย' หรือไฟฉุกเฉิน?","แดง|เขียว|เหลือง/ส้ม|ฟ้า","เหลือง/ส้ม","สีที่ใช้เตือนให้ระมัดระวังเป็นพิเศษ","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ส่วนประกอบใดของพืชที่ทำหน้าที่ขยายพันธุ์?","ราก|เมล็ด|ใบ|ลำต้น","เมล็ด","เมื่อนำไปปลูกจะงอกเป็นต้นใหม่","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"เราควรใช้สิ่งใดล้างหน้าเพื่อความสะอาด?","แชมพู|สบู่หรือโฟมล้างหน้า|น้ำหอม|แป้ง","สบู่หรือโฟมล้างหน้า","ช่วยขจัดความมันและสิ่งสกปรกบนใบหน้า","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"พยัญชนะไทยตัวแรกคือ ก.ไก่ แล้วตัวสุดท้ายคือ ฮ.นกฮูก แล้วตัวที่อยู่ตรงกลาง (ลำดับที่ 22) คืออะไร?","ท.ทหาร|น.หนู|ฎ.ชฎา|ภ.สำเภา","ฎ.ชฎา","พยัญชนะตัวที่ 22 คือ ฎ.ชฎา","ภาษาไทย","level-1|thai",1,1,1,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"สัตว์ชนิดใดมีแปดขาและสร้างใยดักแมลง?","มด|ผึ้ง|แมงมุม|ตั๊กแตน","แมงมุม","สัตว์ในกลุ่ม Arachnid","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"200 / 4 = ?","25|50|75|100","50","สองร้อยหารสี่","คณิตคิดไว","level-1|math",1,1,1,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ในคอมพิวเตอร์ API ย่อมาจาก Application ... Interface?","Power|Processing|Programming|Performance","Programming","ช่องทางเชื่อมต่อระหว่างซอฟต์แวร์","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ใน JavaScript คำสั่ง 'Array.filter()' ทำหน้าที่อะไร?","ลบข้อมูลทิ้งทั้งหมด|เลือกข้อมูลที่ตรงตามเงื่อนไขมาสร้าง Array ใหม่|หาผลรวม|สลับลำดับ","เลือกข้อมูลที่ตรงตามเงื่อนไขมาสร้าง Array ใหม่","Filter elements based on condition","เทคโนโลยี","level-2|dev",2,5,5,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ดาวเคราะห์ดวงใดที่ได้รับฉายาว่า 'ดาวคู่แฝดของโลก'?","ดาวอังคาร|ดาวศุกร์|ดาวพุธ|เนปจูน","ดาวศุกร์","มีขนาดและมวลใกล้เคียงกับโลกมากที่สุด","วิทยาศาสตร์","level-2|astronomy",2,5,5,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ใครคือผู้ค้นพบทวีปอเมริกาเป็นคนแรก (Amerigo Vespucci) จนได้ชื่อทวีป?","โคลัมบัส|อเมริโก เวสปุชชี|เจมส์ คุ้ก|มาเจลลัน","อเมริโก เวสปุชชี","นักสำรวจที่ยืนยันว่านี่คือทวีปใหม่","ประวัติศาสตร์","level-2|world",2,5,5,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"จังหวัดใดเป็นจังหวัดเดียวในไทยที่มีพรมแดนติดกับทั้งมาเลเซียและพม่า?","ระนอง|ชุมพร|ไม่มีข้อใดถูก|ประจวบคีรีขันธ์","ไม่มีข้อใดถูก","ไม่มีจังหวัดใดติดทั้งสองประเทศพร้อมกัน","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ปุ่มลัด 'Ctrl + Shift + N' ใน Chrome ใช้ทำอะไร?","เปิดแท็บใหม่|เปิดหน้าต่างลับ (Incognito)|ปิดเบราว์เซอร์|ล้างประวัติ","เปิดหน้าต่างลับ (Incognito)","Private Browsing","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"สัตว์ชนิดใดเป็นสัตว์เลี้ยงลูกด้วยนมที่บินได้จริง?","นกพิราบ|ค้างคาว|กระรอกบิน|นกกระจอกเทศ","ค้างคาว","อาศัยอยู่ในถ้ำและหากินกลางคืน","วิทยาศาสตร์","level-2|animal",2,5,5,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"สีแดง ผสมกับ สีเหลือง จะได้สีอะไร?","ส้ม|ม่วง|ชมพู|เขียว","ส้ม","สีโทนร้อน","ความรู้ทั่วไป","level-2|art",2,5,5,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ประเทศที่มีเกาะมากที่สุดในโลก (สถิติปัจจุบันปี 2024)?","อินโดนีเซีย|ฟิลิปปินส์|นอร์เวย์|สวีเดน","สวีเดน","สวีเดนมีเกาะมากกว่า 2 แสนเกาะ","ภูมิศาสตร์","level-2|world",2,5,5,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"25 x 4 = ?","80|100|120|150","100","ยี่สิบห้าคูณสี่","คณิตคิดไว","level-2|math",2,5,5,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ในระบบ Computer Architecture 'L1 Cache' อยู่ที่ไหน?","ใน Hard Disk|ใน RAM|ในตัว CPU|ใน GPU","ในตัว CPU","หน่วยความจำความเร็วสูงที่สุดและอยู่ใกล้แกนประมวลผล","เทคโนโลยี","level-3|tech",3,10,10,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ใน Node.js โมดูลใดใช้สำหรับเข้ารหัสผ่านและ Hash ข้อมูล?","http|fs|crypto|path","crypto","Cryptography module","เทคโนโลยี","level-3|dev",3,10,10,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ใครคือพระมหากษัตริย์ที่สถาปนากรุงอยุธยา?","พระเจ้าตากสิน|พระเจ้าอู่ทอง|พระนเรศวร|ร.1","พระเจ้าอู่ทอง","สมเด็จพระรามาธิบดีที่ 1","ประวัติศาสตร์","level-3|thai",3,10,10,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ธาตุชนิดใดมีสัญลักษณ์ทางเคมีว่า 'Ag'?","ทองคำ|เงิน|ทองแดง|เหล็ก","เงิน","Argentum","วิทยาศาสตร์","level-3|chemistry",3,10,10,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"แม่น้ำที่ยาวที่สุดในโลกคือแม่น้ำสายใด?","แยงซี|โขง|ไนล์|อเมซอน","ไนล์","Nile River ในแอฟริกา","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"อวัยวะใดทำหน้าที่แลกเปลี่ยนก๊าซในปอด?","หัวใจ|ตับ|ถุงลม|หลอดอาหาร","ถุงลม","Alveoli","วิทยาศาสตร์","level-3|health",3,10,10,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ใครคือผู้วาดภาพ 'Starry Night' (คืนที่ดาราพราว)?","ดา วินชี|ไมเคิลแองเจโล|วินเซนต์ แวน โก๊ะ|โมเนต์","วินเซนต์ แวน โก๊ะ","Vincent van Gogh","ศิลปะ","level-3|world",3,10,10,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ประเทศที่มีพื้นที่กว้างขวางที่สุดในอาเซียนคือ?","ไทย|ฟิลิปปินส์|เวียดนาม|อินโดนีเซีย","อินโดนีเซีย","Indonesia","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"วิตามินชนิดใดป้องกันโรคกระดูกอ่อนในเด็ก?","วิตามินเอ|วิตามินบี|วิตามินซี|วิตามินดี","วิตามินดี","ช่วยในการดูดซึมแคลเซียม","วิทยาศาสตร์","level-3|health",3,10,10,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ในวิชาคณิตศาสตร์ พาย (Pi) มีค่าประมาณเท่าใด?","3.14|3.16|3.18|3.20","3.14","อัตราส่วนเส้นรอบวงต่อเส้นผ่านศูนย์กลาง","คณิตศาสตร์","level-3|math",3,10,10,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ใน System Design 'Load Balancer' มีหน้าที่อะไร?","เก็บข้อมูลสำรอง|กระจาย Traffic ไปยัง Server หลายตัว|เพิ่มความเร็ว CPU|ขยายหน้าจอ","กระจาย Traffic ไปยัง Server หลายตัว","ป้องกันการทำงานหนักเกินไปที่ Server ตัวใดตัวหนึ่ง","เทคโนโลยี","level-4|system",4,15,15,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"หลักการ 'Liskov Substitution' ใน SOLID หมายถึงอะไร?","คลาสลูกต้องแทนที่คลาสแม่ได้โดยไม่เกิดข้อผิดพลาด|ซ่อนข้อมูล|แยก Interface|ห้ามแก้ไขโค้ดเดิม","คลาสลูกต้องแทนที่คลาสแม่ได้โดยไม่เกิดข้อผิดพลาด","Subtypes must be substitutable for their base types","เทคโนโลยี","level-4|dev",4,15,15,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"เหตุการณ์ 'สนธิสัญญาเบาว์ริง' เกิดขึ้นในรัชสมัยใด?","ร.3|ร.4|ร.5|ร.6","ร.4","การเปิดเสรีทางการค้ากับอังกฤษ","ประวัติศาสตร์","level-4|thai",4,15,15,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ดาวเคราะห์ดวงใดที่มี 'วงแหวน' ชัดเจนที่สุด?","ดาวพฤหัสบดี|ดาวเสาร์|ยูเรเนัส|เนปจูน","ดาวเสาร์","Saturn","วิทยาศาสตร์","level-4|astronomy",4,15,15,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"จังหวัดที่อยู่เหนือสุดของประเทศไทยคือจังหวัดใด?","แม่ฮ่องสอน|เชียงใหม่|เชียงราย|พะเยา","เชียงราย","อำเภอแม่สาย","ภูมิศาสตร์","level-4|thai",4,15,15,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ในการส่งข้อมูลแบบ HTTPS ข้อมูลจะถูกเข้ารหัสด้วย Protocol อะไรเป็นหลัก?","TCP|FTP|TLS/SSL|UDP","TLS/SSL","Transport Layer Security","เทคโนโลยี","level-4|security",4,15,15,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ใครคือผู้ค้นพบปรากฏการณ์ความพัวพันเชิงควอนตัม (Quantum Entanglement)?","ไอน์สไตน์|ไอน์สไตน์, โพดอลสกี และ โรเซน|นิวตัน|กาลิเลโอ","ไอน์สไตน์, โพดอลสกี และ โรเซน","เปเปอร์ EPR Paradox","วิทยาศาสตร์","level-4|physics",4,15,15,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"วิกฤตเศรษฐกิจ 'ต้มยำกุ้ง' เริ่มต้นในปี พ.ศ. ใด?","2530|2540|2550|2560","2540","วิกฤตเศรษฐกิจครั้งใหญ่ของไทย","ประวัติศาสตร์","level-4|thai",4,15,15,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"รูปแบบ 'Microservices' ต่างจาก 'Monolith' อย่างไร?","ราคาถูกกว่า|แยก Service ออกเป็นส่วนย่อยๆ ที่ทำงานอิสระ|เขียนโค้ดสั้นกว่า|ทำงานใน Database เดียวกัน","แยก Service ออกเป็นส่วนย่อยๆ ที่ทำงานอิสระ","ช่วยให้ Scaling และ Deployment ทำได้ง่ายขึ้น","เทคโนโลยี","level-4|dev",4,15,15,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
"ใครคือผู้แต่งมหากาพย์ 'รามเกียรติ์' ฉบับรัชกาลที่ 1?","สุนทรภู่|ร.1|ร.2|กรมพระปรมานุชิตชิโนรส","ร.1","ทรงรวบรวมและพระราชนิพนธ์ขึ้นใหม่","วรรณคดี","level-4|thai",4,15,15,2026-04-06T02:20:00.000Z,2026-04-06T02:20:00.000Z
