text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"อวัยวะใดใช้ในการมองเห็น?","หู|จมูก|ตา|ปาก","ตา","มีลูกตาสองข้าง","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"สัตว์ชนิดใดมีลายพาดกลอน?","ม้าลาย|ยีราฟ|เสือ|สิงโต","เสือ","สัตว์ดุร้ายในป่า","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"เราใช้อะไรในการตัดกระดาษ?","ไม้บรรทัด|กรรไกร|ดินสอ|ยางลบ","กรรไกร","มีใบมีดคู่","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"อาหารประจำชาติของญี่ปุ่นที่เป็นปลาดิบคือ?","ซูชิ|พิซซ่า|ราเมง|เฝอ","ซูชิ","มักทานกับวาซาบิ","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"สีใดที่ใช้บอกความปลอดภัยในไฟจราจร?","แดง|เหลือง|เขียว|น้ำเงิน","เขียว","ให้ไปได้","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ส่วนประกอบใดของพืชชูกิ่งก้านใบ?","ราก|ลำต้น|ดอก|ผล","ลำต้น","ส่วนแกนหลักของต้น","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ควรใช้สิ่งใดแปรงฟันทุกเช้า?","สบู่|แชมพู|ยาสีฟัน|แป้ง","ยาสีฟัน","ใช้คู่กับแปรงสีฟัน","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"เลข ๑ ในภาษาไทยคือเลขอะไร?","1|2|3|4","1","เลขไทยตัวแรก","ภาษาไทย","level-1|thai",1,1,1,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"สัตว์ชนิดใดมีงวงและงา?","ช้าง|ยีราฟ|แรด|วัว","ช้าง","สัตว์บกใหญ่ที่สุด","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"20 + 30 = ?","40|50|60|70","50","บวเลขสิบ","คณิตคิดไว","level-1|math",1,1,1,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"เมืองหลวงของสหรัฐอเมริกาคือเมืองใด?","นิวยอร์ก|ลอสแอนเจลิส|วอชิงตัน ดี.ซี.|ชิคาโก","วอชิงตัน ดี.ซี.","Washington D.C.","ความรู้ทั่วไป","level-2|world",2,5,5,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ดาวเคราะห์ที่อยู่ใกล้ดวงอาทิตย์ที่สุด?","ดาวศุกร์|ดาวพุธ|ดาวอังคาร|โลก","ดาวพุธ","Mercury","วิทยาศาสตร์","level-2|astronomy",2,5,5,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ใครคือผู้ค้นพบทวีปอเมริกา (Christopher Columbus)?","มาร์โค โปโล|โคลัมบัส|เจมส์ คุ้ก|มาเจลลัน","โคลัมบัส","เดินทางในปี 1492","ประวัติศาสตร์","level-2|world",2,5,5,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"เกาะที่ใหญ่ที่สุดในไทยคือ?","เกาะสมุย|เกาะช้าง|ภูเก็ต|เกาะกูด","ภูเก็ต","ไข่มุกแห่งอันดามัน","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"สัตว์ครึ่งบกครึ่งน้ำชนิดใดไม่มีหางตอนโต?","กบ|จระเข้|เต่า|งู","กบ","ตอนเด็กเป็นลูกอ๊อด","วิทยาศาสตร์","level-2|animal",2,5,5,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"สีแดง ผสม น้ำเงิน ได้สีอะไร?","ม่วง|ส้ม|เขียว|ชมพู","ม่วง","ผสมแม่สี","ความรู้ทั่วไป","level-2|art",2,5,5,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"แม่น้ำสายที่ยาวที่สุดในไทยคือ?","เจ้าพระยา|ปิง|ชี|มูล","ชี","ประมาณ 765 กิโลเมตร","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"พืชใช้อะไรในการหายใจตอนกลางวัน?","ออกซิเจน|คาร์บอนไดออกไซด์|ไนโตรเจน|ฮีเลียม","คาร์บอนไดออกไซด์","เพื่อการสังเคราะห์แสง","วิทยาศาสตร์","level-2|nature",2,5,5,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"หน่วยเงินของอังกฤษคืออะไร?","ดอลลาร์|ปอนด์|ยูโร|เยน","ปอนด์","Pound Sterling","ความรู้ทั่วไป","level-2|finance",2,5,5,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"1 ชั่วโมง มีกี่นาที?","30|60|90|120","60","มาตรฐานเวลา","ความรู้ทั่วไป","level-2|math",2,5,5,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ใครคือบิดาแห่งวิทยาศาสตร์ไทย?","ร.4|ร.5|ร.9|กรมหลวงชุมพร","ร.4","ทรงคำนวณสุริยุปราคาที่หว้ากอ","ประวัติศาสตร์","level-3|thai",3,10,10,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ธาตุชนิดใดมีสัญลักษณ์ 'Na'?","โซเดียม|นีออน|ไนโตรเจน|เหล็ก","โซเดียม","Natrium","วิทยาศาสตร์","level-3|chemistry",3,10,10,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ยอดเขาที่สูงที่สุดในยุโรป?","เอเวอเรสต์|มองบลังค์|เอลบรุส|ฟูจิ","เอลบรุส","Elbrus ในรัสเซีย","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"อวัยวะใดทำหน้าที่ผลิตอินซูลิน?","ตับ|ไต|ตับอ่อน|หัวใจ","ตับอ่อน","Pancreas","วิทยาศาสตร์","level-3|health",3,10,10,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ใครคือผู้วาดภาพ 'The Last Supper'?","ดา วินชี|ปิกัสโซ|แวน โก๊ะ|ราฟาเอล","ดา วินชี","Leonardo da Vinci","ศิลปะ","level-3|world",3,10,10,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ประเทศที่มีหมู่เกาะมากที่สุดในอาเซียน?","ไทย|ฟิลิปปินส์|อินโดนีเซีย|สิงคโปร์","อินโดนีเซีย","มีมากกว่า 17,000 เกาะ","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"วิตามินใดป้องกันโรคเลือดออกตามไรฟัน?","A|B|C|D","C","พบมากในส้มและมะนาว","วิทยาศาสตร์","level-3|health",3,10,10,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ยอดเขาสูงที่สุดในไทยคือ?","ดอยตุง|ดอยอินทนนท์|ภูกระดึง|ดอยเชียงดาว","ดอยอินทนนท์","จังหวัดเชียงใหม่","ภูมิศาสตร์","level-3|thai",3,10,10,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"คลองใดเชื่อมแปซิฟิก-แอตแลนติก?","สุเอซ|ปานามา|คีล|คอคอดกระ","ปานามา","Panama Canal","ภูมิศาสตร์","level-3|world",3,10,10,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"มุมในรูปสี่เหลี่ยมรวมกันได้กี่องศา?","90|180|270|360","360","เก้าสิบคูณสี่","คณิตศาสตร์","level-3|math",3,10,10,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"สงครามโลกครั้งที่ 1 สิ้นสุดในปี ค.ศ. ใด?","1914|1918|1939|1945","1918","ยุติด้วยสนธิสัญญาแวร์ซาย","ประวัติศาสตร์","level-4|world",4,15,15,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ดาวเคราะห์ใดฉายา 'ดาวเตาไฟแช่แข็ง'?","ดาวศุกร์|ดาวพุธ|ดาวอังคาร|เนปจูน","ดาวพุธ","ใกล้ดวงอาทิตย์แต่ไม่มีชั้นบรรยากาศ","วิทยาศาสตร์","level-4|astronomy",4,15,15,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"จังหวัดทางใต้ที่ไม่มีพื้นที่ติดทะเลคือ?","ยะลา|พัทลุง|ไม่มีเลย|นราธิวาส","ยะลา","ยะลาเป็นจังหวัดเดียวในภาคใต้ไม่ติดทะเล","ภูมิศาสตร์","level-4|thai",4,15,15,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ใครคือผู้ค้นพบรังสีเอกซ์ (X-rays)?","มารี คูรี|เรินต์เกน|เอดิสัน|นิวตัน","เรินต์เกน","Wilhelm Röntgen","วิทยาศาสตร์","level-4|physics",4,15,15,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"วิกฤตเศรษฐกิจ 'ต้มยำกุ้ง' เริ่มปี พ.ศ. ใด?","2530|2540|2550|2560","2540","การลอยตัวค่าเงินบาท","ประวัติศาสตร์","level-4|thai",4,15,15,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ทวีปใดมีจำนวนประเทศมากที่สุด?","เอเชีย|ยุโรป|แอฟริกา|อเมริกาเหนือ","แอฟริกา","54 ประเทศ","ภูมิศาสตร์","level-4|world",4,15,15,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ใครแต่งเรื่อง 'พระอภัยมณี'?","ร.2|สุนทรภู่|ร.6|เจ้าพระยาพระคลัง","สุนทรภู่","กวีเอกของไทย","วรรณคดี","level-4|thai",4,15,15,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ดาวเคราะห์ดวงใดหมุนรอบตัวเองในทิศตรงข้ามกับดวงอื่น?","ดาวอังคาร|ดาวศุกร์|ดาวพฤหัสบดี|เนปจูน","ดาวศุกร์","Venus หมุนตามเข็มนาฬิกา","วิทยาศาสตร์","level-4|astronomy",4,15,15,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"จังหวัดใดเป็นที่ตั้งของอุทยานพนมรุ้ง?","นครราชสีมา|บุรีรัมย์|สุรินทร์|ศรีสะเกษ","บุรีรัมย์","ปราสาทหินบนภูเขาไฟเก่า","ภูมิศาสตร์","level-4|thai",4,15,15,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ชื่อเดิมของประเทศไทยคืออะไร?","สยาม|สุวรรณภูมิ|อยุธยา|ละโว้","สยาม","Siam","ประวัติศาสตร์","level-4|thai",4,15,15,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ใครคือบิดาแห่งคอมพิวเตอร์สมัยใหม่?","แบบบิจ|ทัวริง|เกตส์|จอบส์","ทัวริง","Alan Turing","ความรู้ทั่วไป","level-5|world",5,20,20,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ธาตุใดมีจุดหลอมเหลวสูงสุด?","เหล็ก|ทองคำ|ทังสเตน|คาร์บอน","คาร์บอน","ในรูปแกรไฟต์ระเหิดที่อุณหภูมิสูงมาก","วิทยาศาสตร์","level-5|chemistry",5,20,20,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ประเทศที่มีเกาะมากที่สุดในโลกคือ?","อินโดนีเซีย|ฟิลิปปินส์|สวีเดน|นอร์เวย์","สวีเดน","มีมากกว่า 2 แสนเกาะ","ภูมิศาสตร์","level-5|world",5,20,20,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"ใครคือบิดาแห่งเศรษฐศาสตร์?","อดัม สมิธ|คาร์ล มาร์กซ์|จอห์น แนช|เคนส์","อดัม สมิธ","Adam Smith","ความรู้ทั่วไป","level-5|world",5,20,20,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
"สงครามร้อยปี (100 Years War) กินเวลากี่ปี?","100 ปี|110 ปี|116 ปี|120 ปี","116 ปี","ระหว่างอังกฤษและฝรั่งเศส","ประวัติศาสตร์","level-5|world",5,20,20,2026-04-06T04:15:00.000Z,2026-04-06T04:15:00.000Z
