text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"สัตว์ชนิดใดมีแปดขาและสร้างใยดักแมลง?","มด|ผึ้ง|แมงมุม|ตั๊กแตน","แมงมุม","Spider","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T04:45:00.000Z,2026-04-06T04:45:00.000Z
"เราใช้อะไรในการดูเวลา?","นาฬิกา|ปฏิทิน|ไม้บรรทัด|เข็มทิศ","นาฬิกา","Clock","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T04:45:00.000Z,2026-04-06T04:45:00.000Z
"ผลไม้อะไรมีเปลือกสีแดงและเนื้อสีขาวมีเมล็ดดำ?","แอปเปิล|แก้วมังกร|มะม่วง|เงาะ","แก้วมังกร","Dragon Fruit","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-06T04:45:00.000Z,2026-04-06T04:45:00.000Z
"วันลอยกระทงตรงกับวันขึ้นกี่ค่ำ?","10 ค่ำ|13 ค่ำ|15 ค่ำ|1 ค่ำ","15 ค่ำ","คืนพระจันทร์เต็มดวง","ความรู้ทั่วไป","level-1|culture",1,1,1,2026-04-06T04:45:00.000Z,2026-04-06T04:45:00.000Z
"ทิศที่พระอาทิตย์ตกเรียกว่าทิศอะไร?","เหนือ|ใต้|ตะวันออก|ตะวันตก","ตะวันตก","West","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T04:45:00.000Z,2026-04-06T04:45:00.000Z
"ปลามีอวัยวะใดช่วยในการว่ายน้ำ?","ขา|ครีบ|ปีก|จมูก","ครีบ","ช่วยเคลื่อนที่ในน้ำ","วิทยาศาสตร์","level-1|animal",1,1,1,2026-04-06T04:45:00.000Z,2026-04-06T04:45:00.000Z
"รุ้งกินน้ำมีทั้งหมดกี่สี?","5 สี|6 สี|7 สี|8 สี","7 สี","ม่วง คราม น้ำเงิน...","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-06T04:45:00.000Z,2026-04-06T04:45:00.000Z
"เราควรใช้สิ่งใดตัดกระดาษ?","มีด|เลื่อย|กรรไกร|ขวาน","กรรไกร","มีใบมีดคู่","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T04:45:00.000Z,2026-04-06T04:45:00.000Z
"สัตว์ชนิดใดมีงวงและงา?","ยีราฟ|สิงโต|ช้าง|แรด","ช้าง","สัตว์ใหญ่คู่บ้านคู่เมืองไทย","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T04:45:00.000Z,2026-04-06T04:45:00.000Z
"1 สัปดาห์ มีกี่วัน?","5|6|7|8","7","จันทร์ถึงอาทิตย์","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T04:45:00.000Z,2026-04-06T04:45:00.000Z
"ดาวเคราะห์ดวงใดมีขนาดใหญ่ที่สุดในระบบสุริยะ?","ดาวเสาร์|ดาวพฤหัสบดี|โลก|ดาวอังคาร","ดาวพฤหัสบดี","Jupiter","วิทยาศาสตร์","level-2|astronomy",2,5,5,2026-04-06T04:45:00.000Z,2026-04-06T04:45:00.000Z
