text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"ตัวเลข 1 ถึง 10 ตัวเลขใดมีค่ามากที่สุด?","1|5|9|10","10","จำนวนนิ้วมือสองข้างรวมกัน","คณิตคิดไว","level-1|math",1,1,1,2026-04-06T01:30:00.000Z,2026-04-06T01:30:00.000Z
"เราใช้สิ่งใดในการดูเวลา?","ไม้บรรทัด|นาฬิกา|เข็มทิศ|แว่นตา","นาฬิกา","มีเข็มสั้นและเข็มยาว","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T01:30:00.000Z,2026-04-06T01:30:00.000Z
"สัตว์ชนิดใดชอบกินกล้วยและปีนต้นไม้เก่ง?","ลิง|สุนัข|แมว|เป็ด","ลิง","ร้อง เจี๊ยก เจี๊ยก","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T01:30:00.000Z,2026-04-06T01:30:00.000Z
"สีของธงชาติไทยมีกี่สี?","2 สี|3 สี|4 สี|5 สี","3 สี","แดง ขาว น้ำเงิน","ความรู้ทั่วไป","level-1|thai",1,1,1,2026-04-06T01:30:00.000Z,2026-04-06T01:30:00.000Z
"รูปทรงใดมีด้านเท่ากัน 4 ด้านและมุมทุกมุมเป็นมุมฉาก?","วงกลม|สามเหลี่ยม|สี่เหลี่ยมจัตุรัส|วงรี","สี่เหลี่ยมจัตุรัส","เหมือนหน้าลูกเต๋า","คณิตศาสตร์","level-1|math",1,1,1,2026-04-06T01:30:00.000Z,2026-04-06T01:30:00.000Z
"เราควรทิ้งขยะลงในสิ่งใด?","แม่น้ำ|พื้นถนน|ถังขยะ|สนามหญ้า","ถังขยะ","ช่วยรักษาความสะอาด","ความรู้ทั่วไป","level-1|environment",1,1,1,2026-04-06T01:30:00.000Z,2026-04-06T01:30:00.000Z
"ใครเป็นผู้ดูแลสวน?","คนขับรถ|พยาบาล|คนสวน|เชฟ","คนสวน","รดน้ำและตัดแต่งกิ่งไม้","อาชีพ","level-1|job",1,1,1,2026-04-06T01:30:00.000Z,2026-04-06T01:30:00.000Z
"ผลไม้อะไรมีสีเหลืองและมีรสเปรี้ยวเมื่อยังไม่สุก?","กล้วย|มะม่วง|แตงโม|แอปเปิล","มะม่วง","จิ้มน้ำปลาหวานอร่อยมาก","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-06T01:30:00.000Z,2026-04-06T01:30:00.000Z
"เราใช้อะไรในการฟังเสียง?","ตา|จมูก|หู|ปาก","หู","มีสองข้างอยู่ข้างหัว","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-06T01:30:00.000Z,2026-04-06T01:30:00.000Z
"กลางวันเรามองเห็นสิ่งใดบนท้องฟ้าที่ให้แสงสว่าง?","ดวงจันทร์|ดวงดาว|ดวงอาทิตย์|เมฆ","ดวงอาทิตย์","ตื่นเช้ามาก็เจอเลย","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-06T01:30:00.000Z,2026-04-06T01:30:00.000Z
"หน่วยประมวลผลกลางของคอมพิวเตอร์เรียกว่าอะไร?","RAM|GPU|CPU|HDD","CPU","เปรียบเสมือนสมองของคอมพิวเตอร์","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T01:30:00.000Z,2026-04-06T01:30:00.000Z
"ภาษาโปรแกรมใดที่ขึ้นชื่อเรื่องการพัฒนา Web Backend และใช้ JavaScript?","Python|Java|Node.js|PHP","Node.js","ทำงานบน V8 Engine","เทคโนโลยี","level-2|dev",2,5,5,2026-04-06T01:30:00.000Z,2026-04-06T01:30:00.000Z
"สัตว์ชนิดใดเป็นสัตว์เลือดอุ่นที่ออกลูกเป็นไข่?","งู|นก|กบ|เต่า","นก","สัตว์ปีกเป็นสัตว์เลือดอุ่น","วิทยาศาสตร์","level-2|animal",2,5,5,2026-04-06T01:30:00.000Z,2026-04-06T01:30:00.000Z
"จังหวัดใดขึ้นชื่อเรื่อง 'เมืองย่าโม'?","ขอนแก่น|นครราชสีมา|ชัยภูมิ|บุรีรัมย์","นครราชสีมา","หรือโคราช","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-06T01:30:00.000Z,2026-04-06T01:30:00.000Z
