text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"อุปกรณ์ใดใช้สำหรับเก็บไฟล์งานและพกพาไปไหนมาไหนได้ง่าย?","แฟลชไดรฟ์|เครื่องพิมพ์|หน้าจอ|ลำโพง","แฟลชไดรฟ์","USB Drive ขนาดเล็ก","เทคโนโลยี","level-1|tech",1,1,1,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"สัตว์ชนิดใดมีหอยเป็นบ้านและเดินช้ามาก?","กระต่าย|ทาก|หอยทาก|จิ้งจก","หอยทาก","มีเปลือกแข็งหุ้มตัวและมีเมือก","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"เราใช้สิ่งใดในการส่องไฟในที่มืด?","เทียนไข|ไฟฉาย|ตะเกียง|ถูกทุกข้อ","ถูกทุกข้อ","อุปกรณ์ที่ให้แสงสว่าง","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"อาหารประจำชาติของเวียดนามที่เป็นเส้นน้ำใสคืออะไร?","ผัดไทย|เฝอ|ราเมง|พาสต้า","เฝอ","ก๋วยเตี๋ยวสไตล์เวียดนาม","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"สัญญาณไฟจราจรสีแดงหมายถึงอะไร?","เตรียมหยุด|ไปได้|ให้หยุดรถ|ขับเร็วๆ","ให้หยุดรถ","เพื่อให้รถทางอื่นไปได้","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"สัตว์ชนิดใดออกลูกเป็นไข่และมีปีก?","หมา|แมว|นก|เสือ","นก","บินได้บนท้องฟ้า","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"เราควรใช้สิ่งใดตัดเล็บ?","กรรไกรตัดเล็บ|มีดทำครัว|เลื่อย|คัตเตอร์","กรรไกรตัดเล็บ","อุปกรณ์เฉพาะสำหรับตัดแต่งเล็บ","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"พยัญชนะไทยตัวที่ 3 คืออะไร?","ก|ข|ฃ|ค","ฃ","ฃ.ขวด (ปัจจุบันเลิกใช้แล้ว)","ภาษาไทย","level-1|thai",1,1,1,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"สัตว์ชนิดใดตัวสูงที่สุดในโลก?","ช้าง|ยีราฟ|สิงโต|ม้า","ยีราฟ","คอยาวและมีจุดตามตัว","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"10 + 10 + 10 = ?","20|30|40|50","30","สิบบวกกันสามครั้ง","คณิตคิดไว","level-1|math",1,1,1,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"หน่วยความจำสำรองประเภท SSD ย่อมาจากอะไร?","Super Speed Disk|Solid State Drive|Static Soft Drive|System Save Data","Solid State Drive","เก็บข้อมูลได้เร็วกว่า Hard Disk ทั่วไป","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"ใน JavaScript คำสั่ง 'Array.shift()' ทำหน้าที่อะไร?","ลบข้อมูลตัวสุดท้าย|ลบข้อมูลตัวแรกออก|เพิ่มข้อมูลตัวแรก|สลับที่ข้อมูล","ลบข้อมูลตัวแรกออก","Remove the first element","เทคโนโลยี","level-2|dev",2,5,5,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"ดาวเคราะห์ดวงใดมีฉายาว่า 'ดาวคู่แฝดของโลก'?","ดาวอังคาร|ดาวพุธ|ดาวศุกร์|ดาวพฤหัสบดี","ดาวศุกร์","มีขนาดและมวลใกล้เคียงกับโลก","วิทยาศาสตร์","level-2|astronomy",2,5,5,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"ใครคือผู้ค้นพบทวีปอเมริกาเป็นคนแรกตามหลักฐานประวัติศาสตร์?","โคลัมบัส|วาสโก ดา กามา|มาเจลลัน|เลฟ อีริกสัน","เลฟ อีริกสัน","ไวกิ้งที่เดินทางไปถึงก่อนโคลัมบัสนับร้อยปี","ประวัติศาสตร์","level-2|world",2,5,5,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"จังหวัดใดในไทยที่มีชายแดนติดกับประเทศพม่าทางทิศตะวันตกมากที่สุด?","ตาก|กาญจนบุรี|แม่ฮ่องสอน|ระนอง","กาญจนบุรี","มีด่านเจดีย์สามองค์","ภูมิศาสตร์","level-2|thai",2,5,5,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
"ปุ่มลัด 'Ctrl + Shift + T' ใน Browser ใช้ทำอะไร?","เปิดแท็บใหม่|เปิดแท็บที่เพิ่งปิดไป|ปิดหน้าต่าง|ล้างประวัติ","เปิดแท็บที่เพิ่งปิดไป","Reopen closed tab","เทคโนโลยี","level-2|tech",2,5,5,2026-04-06T01:54:00.000Z,2026-04-06T01:54:00.000Z
