text,options,answer,hint,category,tags,difficulty,points,requiredCoins,createdAt,updatedAt
"อุปกรณ์ใดใช้สำหรับส่งเสียงออกจากคอมพิวเตอร์ให้ดังไปทั่วห้อง?","หูฟัง|ลำโพง|ไมโครโฟน|หน้าจอ","ลำโพง","Speaker","เทคโนโลยี","level-1|tech",1,1,1,2026-04-06T02:05:00.000Z,2026-04-06T02:05:00.000Z
"สัตว์ชนิดใดมีครีบและอาศัยอยู่ในน้ำตลอดเวลา?","สุนัข|แมว|ปลา|นก","ปลา","หายใจด้วยเหงือก","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T02:05:00.000Z,2026-04-06T02:05:00.000Z
"เราใช้สิ่งใดในการเขียนกระดานดำ?","ปากกา|ดินสอ|ชอล์ก|พู่กัน","ชอล์ก","ทำจากแคลเซียมคาร์บอเนต","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T02:05:00.000Z,2026-04-06T02:05:00.000Z
"อาหารประจำชาติของไทยที่มีรสเปรี้ยวเผ็ดและใช้กุ้งคืออะไร?","ผัดไทย|ต้มยำกุ้ง|ส้มตำ|แกงเขียวหวาน","ต้มยำกุ้ง","เมนูยอดฮิตระดับโลกของไทย","ความรู้ทั่วไป","level-1|food",1,1,1,2026-04-06T02:05:00.000Z,2026-04-06T02:05:00.000Z
"สีใดที่หมายถึง 'ไปได้' ในไฟจราจร?","แดง|เหลือง|เขียว|น้ำเงิน","เขียว","สีที่อยู่ล่างสุดของเสาไฟ","ความรู้ทั่วไป","level-1|general",1,1,1,2026-04-06T02:05:00.000Z,2026-04-06T02:05:00.000Z
"ส่วนประกอบใดของพืชที่ทำหน้าที่พยุงลำต้นและชูกิ่งก้าน?","ราก|ลำต้น|ใบ|ดอก","ลำต้น","อยู่เหนือดินและส่งสารอาหารไปยังใบ","วิทยาศาสตร์","level-1|nature",1,1,1,2026-04-06T02:05:00.000Z,2026-04-06T02:05:00.000Z
"เราควรใช้สิ่งใดล้างมือให้สะอาดก่อนกินข้าว?","น้ำเปล่าอย่างเดียว|สบู่|น้ำหอม|แป้ง","สบู่","ช่วยฆ่าเชื้อโรคได้ดีกว่าน้ำเปล่า","ความรู้ทั่วไป","level-1|health",1,1,1,2026-04-06T02:05:00.000Z,2026-04-06T02:05:00.000Z
"พยัญชนะไทยตัวที่สองคืออะไร?","ก|ข|ฃ|ค","ข","ข.ไข่ ในเล้า","ภาษาไทย","level-1|thai",1,1,1,2026-04-06T02:05:00.000Z,2026-04-06T02:05:00.000Z
"สัตว์ชนิดใดคอยาวและมีลายจุด?","ช้าง|ยีราฟ|ม้าลาย|เสือ","ยีราฟ","สัตว์ที่สูงที่สุดในโลก","ความรู้ทั่วไป","level-1|animal",1,1,1,2026-04-06T02:05:00.000Z,2026-04-06T02:05:00.000Z
"5 + 5 = ?","8|9|10|11","10","บวเลขง่ายๆ","คณิตคิดไว","level-1|math",1,1,1,2026-04-06T02:05:00.000Z,2026-04-06T02:05:00.000Z
